idx,words,lid
3780,['' 'Be' 'take' 'care' 'your' 'self' 'god' 'bless' 'you'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
3781,['All' 'the' 'best' 'team' 'india' 'chak' 'de' 'india' 'keep' 'rock' 'in' 'field' 'virat' 'and' 'co'],['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang2' 'lang2' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1']
3782,['U' 'r' 'soooooo' 'sweet' 'sallu'],['lang1' 'lang1' 'lang1' 'lang1' 'ne']
3783,"['Worst' 'part' 'about' 'talking' 'to' 'an' 'old' 'friends' 'after' 'many' 'days' ',' 'unknowingly' 'you' 'would' 'touch' 'some' 'pain' 'points/recent' 'changes' '.' '' '']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1']
3784,"['Uhhh' 'what' 'ever' 'happened' 'to' 'the' '\\' '""""""""""""""""""""""""""""""""""""""""""""' 'this' 'page' 'is' 'dedicated' 'to' 'quality' 'confessions\\' '""""""""""""""""""""""""""""""""""""""""""""' 'motto' '?' 'I' 'thought' 'stuff' 'like' 'this' 'made' 'its' 'way' 'to' 'the' 'other' 'confessions' 'page' '...']",['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3785,['aam' 'adami' 'ko' 'koi' 'ek' 'like' 'nhi' 'deta' 'or' 'celebrity' 'ko' 'log' 'hazaro' 'like' 'dete' 'hai' 'there' 'is' 'no' 'value' 'of' 'common' 'people' 'in' 'our' 'country' 'this' 'is' 'our' 'real' 'india'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
3786,['' 'In' 'this' 'age' 'of' 'internet' ''],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3787,"['[' 'Admin' 'Note' ']' 'Hello' 'everyone' ',' 'I' 'was' 'unwell' 'for' 'a' 'week' 'but' 'I' 'am' 'back' 'now' '.' 'Please' 'send' 'in' 'your' '100%' 'anon' 'confessions' 'to' '",['other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other']
3788,['Me' 'ek' 'bjp' 'kary' 'karta' 'hu' 'magar' 'muje' 'aj' 'bahot' 'dukha' 'huha' 'ki' 'sarkar' 'sarkari' 'karmchari' 'ko' 'bonash' 'me' 'batho' 'tari' 'ki' 'e' 'pan' 'hamare' 'desh' 'ke' 'khedut' 'or' 'jvano' 'ke' 'lihe' 'sarkar' 'ke' 'pas' 'time' 'bhi' 'nahi' 'he' 'jo' 'bichare' 'khedut' 'ki' 'bat' 'sun' 'sake' 'muje' 'aj' 'bahot' 'dukha' 'hota'],['lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
3789,['Bhai' 'gats' 'bano' 'khob' 'kamo' '..' 'help' 'poor' 'man' '..' '.'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other']
3790,"['rajasthan' 'me' 'vidyartimitra' 'siksako' 'ko' '3saal' 'se' 'ghar' 'betakar' '24000' 'siksako' 'me' 'se' '23' 'vidyartimitra' 'aatmahatya' 'kar' 'chuke' 'he' '!' 'fir' 'bhi' 'tum' 'maun' 'ho' ',' 'sayad' 'tum' 'hi' 'esa' 'karwa' 'rahe' 'wo' ',' 'kya' 'baat' 'he' 'modi' 'itna' 'giroge' '?' 'har' 'chize' 'hisab' 'mangti' 'he' 'aur' 'in' 'siksako' 'ki' 'maut' 'ka' 'badala' 'liya' 'jayega' 'babu' 'its' 'challange' '!']",['ne' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other']
3791,['true' 'man' 'modi' 'jai' 'hind'],['lang1' 'lang1' 'ne' 'lang2' 'lang2']
3792,['I' 'really' 'really' 'admired' 'this' 'lady' 'from' 'my' 'heart' 'n' 'soul'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
3793,"['Narendra' 'Modi' 'ji' 'S-400' 'system' 'will' 'secure' 'our' 'skies' ',' 'jai' 'hind' '!!']",['ne' 'ne' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'other']
3794,['Loveeeeeeeeeeee' 'uhhhhhhhhhhhhh' 'soooooooo' 'muchhhhhhhhh' 'Bhaijaaaaan' 'SalmaaaaaaaaaaaN' 'KhaaaaaaaaaaaaaaN'],['lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'ne' 'ne']
3795,"['' 'it' 'was' 'smart' 'step' '..' 'Karan' 'Thapar' 'is' 'a' 'black' 'spot' 'on' 'his' 'name' '.' 'Indian' 'Army' 'do' ""n't"" 'need' 'ur' 'opinion' 'n' 'certificate' '.']",['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3796,['' '' '' '' '' 'Alternative' 'current' 'banjao' '..' '.' 'Direct' 'current' 'to' 'NH' 'bn' 'skte' 'hna' ''],['other' 'other' 'other' 'other' 'other' 'lang1' 'lang1' 'lang2' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
3797,['Hindustan' 'ne' 'toss' 'jita' '...' 'ballebazi' 'ka' 'faishla' '.....'],['ne' 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other']
3798,['Modisir' 'you' 'are' 'best' 'leader' 'and' 'samajsudharak' 'of' 'the' 'world'],['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1']
3799,"['So' 'it' ""'d"" 'actually' ',' 'technically' ',' 'require' 'fewer' 'warheads' 'to' 'exterminate' 'our' 'species' '.' 'But' 'that' ""'s"" 'irrelevant' ',' 'Maximilian' 'points' 'out' ':' '""""""""""""""""""""""""""""""""""""""""""""' 'There' 'are' 'an' 'estimated' 'total' 'of' '20' ',' '500' 'nuclear' 'warheads' 'in' 'the' 'world' 'today' '.' 'If' 'the' 'average' 'power' 'of' 'these' 'devices' 'is' '33' ',' '500' 'Kilotons' ',' 'there' 'are' 'enough' 'to' 'destroy' 'the' 'total' 'earth' 'landmass' '.' '""""""""""""""""""""""""""""""""""""""""""""']",['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
3800,['Bola' 'tha' 'toss' 'jita' 'hai' 'match' 'b' 'jitenge' '....' 'Indiarockss' '—' 'feeling' 'proud'],['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'other' 'lang1' 'lang1']
3801,['Yar' 'Mera' 'Super' 'star' '.' 'Desi' 'kalakar'],['lang2' 'lang2' 'lang1' 'lang1' 'other' 'lang2' 'lang2']
3802,"['' 'They' ""'ve"" 'really' 'made' 'him' 'look' 'like' 'he' ""'s"" 'having' 'a' 'good' 'time' ':)']",['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3803,"['Akdam' 'sahi' 'h' 'sir' 'ji' ',' 'ap' 'jo' 'likhte' 'h' 'wo' 'sahi' ',' 'wo' 'apki' 'life' 'pe' 'akdam' 'set' 'hota' 'h' ',']",['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other']
3804,['' 'Maya' 'angelou' '!' 'She' 'is' 'absolutely' 'amazing' '!' 'Love' 'her' 'words' '!'],['other' 'ne' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other']
3805,['Ronaldo' '!!' '!!' 'What' 'a' 'run' 'and' 'WHAT' 'A' 'FINISSSHHHHHH'],['ne' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3806,['today' 'india' 'have' 'to' 'win' 'if' 'anybody' 'want' 'this' 'then' 'cheer' 'for' 'indian' 'cricket' 'team' 'BHARAT' 'MATA' 'KI' 'JAY'],['lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang2' 'lang2' 'lang2']
3807,['that' 'is' 'why' 'we' 'respect' 'you' 'so' 'much' '.' 'MAHAAN' 'isiko' 'kahte' 'hain'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2']
3808,"['So' ""you're"" 'saying' 'its' 'okay' 'for' 'women' 'to' 'bait' ',' 'lure' 'and' 'use' 'guys' 'then' '?']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3809,['Salman' 'k' 'bina' 'no' 'entry'],['ne' 'lang2' 'lang2' 'lang1' 'lang1']
3810,['Congratulation' 'virat' 'kholi' 'is' 'nice' 'balebagi' '154' 'run' 'bnakr' 'India' 'ko' 'Jit' 'dilai' 'mankhush' 'kr' 'diya' 'virat'],['lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang2' 'other' 'lang1' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne']
3811,['end' 'of' 'an' 'era' 'but' 'legends' 'never' 'die'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
3812,['Really' 'Salute' 'u' 'p.m' 'modi' 'ji'],['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang2']
3813,['god' 'bless' 'u'],['lang1' 'lang1' 'lang1']
3814,"['Ata' 'vk' 'jaer' 'ran' 'na' 'korla' 'gom' 'hoy' 'na' ',' 'Ran' 'kora' 'ta' 'or' 'kaca' 'kaber' 'kaor' 'moto' 'ran' 'na' 'korta' 'pala' 'gom' 'o' 'pat' 'kono' 'ta' 'tik' 'moto' 'hoy' 'na' ',' 'salam' 'my' 'favarit' 'vk' '.']",['fw' 'ne' 'fw' 'lang1' 'fw' 'fw' 'fw' 'fw' 'fw' 'other' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'lang1' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'other' 'lang2' 'lang1' 'lang1' 'ne' 'other']
3815,"['Amir' 'khan' 'ne' 'bollywood' 'ka' 'naam' 'zinda' 'raka' 'hai' '..' '..' '.' 'you' 'must' 'be' 'proud' 'of' 'him' 'not' 'hate' 'him' '..' 'he' 'increase' 'ur' 'country' ""'s"" 'GDP' '..' 'He' 'pay' 'agiant' 'tax' 'to' 'ur' 'government' '..' '..' 'respect' 'him' 'indians']",['ne' 'ne' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1']
3816,"['' '' 'This' 'is' ""n't"" 'beautiful' '.' 'Please' 'bring' 'on' 'those' 'Master' 'craftsman' ""'s"" 'tap-ins']",['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
3817,['special' 'thanks' 'to' 'indian' 'coach'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1']
3818,"['All' 'the' 'best' 'for' 'ur' 'upcoming' 'match' ""'s"" 'nd' 'also' 'a' 'upcoming' 'world' 'cup']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne']
3819,['madarchod' 'phir' 'aur' 'ek' 'match' 'hara' 'diya' '.' 'kyon' 'retire' 'nahin' 'le' 'raha' 'he' 'tu' 'sala' 'bhosdike'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
3820,['kasme' 'wade' 'pyar' 'wafa' 'sab' 'baaten' 'hain' 'baaton' 'ka' 'kya'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
3821,['thanks' '..' '..' 'l' 'm' 'm' 'a' 'rana'],['lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
3822,['Jai' 'ho' 'narender' 'modi' 'ki'],['lang2' 'lang2' 'ne' 'ne' 'lang2']
3823,['Happy' 'birthdayyy' 'to' 'you' 'Maddy' '^' '_' '^' '.' 'Namaste' 'dear' 'Aamir' 'Khan' '<3'],['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'other' 'other' 'other' 'lang2' 'lang1' 'ne' 'ne' 'other']
3824,['congrats' 'to' 'all' 'the' 'grass-roots' 'workers' 'of' 'bjp'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
3825,['When' 'will' 'be' 'the' 'next' 'season' 'of' 'pro' 'kabaddi'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang2']
3826,"['' ':' 'fakka' 'guaranteed' ',' 'thank' 'you' 'IITB' 'Confessions' '.']",['other' 'other' 'lang2' 'lang1' 'other' 'lang1' 'lang1' 'ne' 'lang1' 'other']
3827,['' '' 'We' 'believe' 'in' 'him' 'and' 'he' 'would' 'have' 'done' 'it' 'even' 'if' 'u' 'had' 'not' 'written' '!'],['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3828,['Aur' 'krle' 'cheer' '.' 'Har' 'gye' 'na'],['lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2']
3829,"['Shri' 'Narendra' 'Modiji' ',' 'we' 'now' 'a' 'days' 'seen' 'from' 'every' 'side' '(' 'Kashmir' ',' 'Bangal' ',' 'Maharashtra' ')' 'in' 'HINDUSTAN' 'only' 'HINDUS' 'are' 'targeted' ',' 'please' 'have' 'a' 'look' '..' '..' 'sir' '..' '..']",['lang2' 'ne' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'other' 'ne' 'other' 'ne' 'other' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'other' 'other']
3830,['A' 'significant' 'number' 'of' 'juveniles' 'executed' 'in' 'Pakistan' 'based' 'on' 'arbitrary' 'guesses' 'on' 'their' 'age' 'by' 'police-Zainab' 'Malik' ''],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1']
3831,"['Sir' 'Ji' 'aap' 'superstar' 'ho' 'aur' 'hamesha' 'superstar' 'rahenge' ',' 'aap' 'jiyo' 'hajaro' 'sal' '.' 'Many' 'many' 'happy' 'returns' 'of' 'the' 'day']",['lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
3832,"['rahul' 'tu' 'sirf' 'bhashan' 'dey' ',,']",['ne' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
3833,['' 'can' 'u' 'pls' 'check' 'the' 'situation' 'of' 'safdurjung' 'hospital' 'situation' 'where' 'no' 'beds' 'are' 'available' 'for' 'new' 'born' 'babies' 'and' 'their' 'mom'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
3834,"['Nobody' 'cheats' 'death' ""it's"" 'the' 'ultimate' 'truth' 'right' ':P']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3835,['' '' '' '' '' 'this' 'is' 'serious' 'issue' '.' 'plz' 'get' 'it' 'fixed' 'asap' '.'],['other' 'other' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
3836,"['' '' 'Why' 'are' 'they' 'even' 'tweeting' 'this' ',' 'LOL' '!!']",['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other']
3837,['the' 'last' 'Indian' 'hero' '&' 'brave' 'also' '..' '..' '..' '..' '.' 'Selut' 'to' 'you' '..' '..' 'Jai' 'hind' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang2' 'lang2' 'other']
3838,['lve' 'u' 'so' 'much' 'virat' '..' '.' 'u' 'r' 'awsm' 'player' 'of' 'India' '..' '.' 'always' 'keep' 'ur' 'place' 'in' 'all' 'career' 'such' 'odi' '20' '20' 'then' 'test' '..' '..' 'u' 'can' 'only' 'break' 'all' 'records' 'in' 'world' 'cricket' '..' 'all' 'the' 'bst' 'drr' 'virat' 'lve' 'u' 'soo' 'muchh'],['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang2' 'lang2']
3839,['My' 'best' 'wishes' 'and' 'thank' 'to' 'PM' 'MODI' 'for' 'having' 'more' 'Economic' 'engagement' 'between' 'India' 'and' 'NZ' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'ne' 'other']
3840,"['""""""""""""""""""""""""""""""""""""' '' 'Seems' 'like' 'arrival' 'of' 'Rakhi' 'Sawant' 'into' 'the' 'controversy' 'is' 'a' '""""""""""""""""""""""""""""""""""""""""""""' 'Pleasant' 'surprise' '""""""""""""""""""""""""""""""""""""""""""""' 'for' 'you' '.' '""""""""""""""""""""""""""""""""""""']",['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other' 'other']
3841,['Aaj' 'kal' 'hum' 'nahi' 'India' 'map' 'doosri' 'teemper' 'Virat' 'ka' 'Jalta' 'Hai' 'only' 'Virat' 'nice' 'bottom'],['lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang1' 'lang2' 'lang1' 'ne' 'lang2' 'lang2' 'lang2' 'lang1' 'ne' 'lang1' 'lang1']
3842,['All' 'the' 'best' 'Team' 'India' '&' 'Virat' 'bhai' '..'],['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'ne' 'lang2' 'other']
3843,['' 'Technically' 'IM' 'Vijayan' 'is' 'the' 'only' 'player' 'with' 'two' 'hat' 'tricks' '.' 'Appalaraju' 'scored' 'thrice' 'in' 'two' 'matches' 'but' 'they' 'were' 'not' 'ha' 't-t' 'ricks'],['other' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1']
3844,['Rahul' 'Bhat' 'Aap' 'ho' 'confessor' '!' ':P'],['ne' 'ne' 'lang2' 'lang2' 'lang1' 'other' 'other']
3845,['I' 'saw' 'your' 'interview' 'in' 'Apki' 'Adalat' 'where' 'you' 'answer' 'regarding' 'Kashmiris' 'and' 'Kashmiri' 'Pandits' '.' 'Do' 'u' 'have' 'any' 'knowledge' 'about' 'Kashmir' 'or' 'Kashmiris' '?' 'How' 'dare' 'u' 'said' 'that' 'its' 'shame' 'on' 'Kashmiris' 'who' 'out' 'pandits' 'from' 'their' 'houses' '.' 'Mr' 'Amir' 'Khan' 'shame' 'ur' 'indian' 'politicians' 'not' 'Kashmiris' '.' 'Pandits' 'go' 'by' 'their' 'choice' 'nobody' 'force' 'them' '.' 'Why' 'dont' 'Sikhs' 'left' 'Kashmir' 'why' 'only' 'pandits' '.' 'I' 'am' 'going' 'unfollow' 'u' '.' 'Watch' 'Kashmir' 'what' 'they' 'are' 'going' 'through' 'nowadays' 'then' 'decide' 'whom' 'to' 'be' 'shamed' '.' 'From' 'a' 'powerless' 'Kashmiri'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'ne' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1']
3846,['' 'Awsmmmm'],['other' 'lang1']
3847,"['' 'EVERYONE' 'rates' 'Rashford' '.' 'But' 'saying' 'he' ""'s"" 'as' 'good' 'as' 'Mbappe' 'or' 'Dembele' 'rn' 'is' 'daft']",['lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'ne' 'lang1' 'lang1' 'lang1']
3848,['hurry' 'up' 'friend' 'and' 'tell' 'ur'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
3849,['' 'i' 'am' 'note' 'able' 'to' 'use' 'my' 'web' 'cam' 'on' 'skype'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne']
3850,['' 'Im' 'doing' 'engineering' 'and' 'I' 'had' 'to' 'take' 'up' 'history' 'like' 'WHY'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
3851,['True' 'love' 'is' 'eternal' '!' ''],['lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne']
3852,['Congratulations' 'to' 'u' 'salman' 'bhai'],['lang1' 'lang1' 'lang1' 'ne' 'lang2']
3853,"['cool' 'pic' ""'s"" ',' 'love' 'u' 'pc']",['lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'ne']
3854,"['Sk' ',,,,' 'Kahn' 'ho' 'ap']",['ne' 'other' 'ne' 'lang2' 'lang2']
