idx,words,lid,pos
917,"['He' 'was' 'talking' 'about' ""'"" 'Pakistan' 'ko' 'usi' 'ki' 'zaban' 'me'
 'jawab' 'dena' 'chahiye' ""'""]","['en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest']","['PRON' 'VERB' 'VERB' 'ADP' 'X' 'PROPN' 'ADP' 'PRON' 'ADP' 'NOUN' 'ADP'
 'NOUN' 'VERB' 'VERB' 'X']"
918,"['RT' '@gagandharamgarh' ':' '@narendramodi' '#UriAttack' 'ab' 'no' 'baat'
 'sirf' 'do' 'pakistan' 'ko' 'laat' '.' 'othrwise' 'ur' 'govrnmnt' 'totly'
 'bakwas' '..' 'want' 'badla']","['rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'en' 'hi' 'hi' 'hi' 'rest' 'hi'
 'hi' 'rest' 'en' 'en' 'en' 'en' 'hi' 'rest' 'en' 'hi']","['X' 'X' 'X' 'X' 'X' 'ADV' 'PART_NEG' 'NOUN' 'ADV' 'VERB' 'PROPN' 'ADP'
 'NOUN' 'X' 'CONJ' 'PRON' 'NOUN' 'ADV' 'ADJ' 'X' 'VERB' 'NOUN']"
919,"['#UriAttack' 'You' 'cowards' 'u' 'attack' 'my' 'fellow' 'brothers' 'in'
 'sleep' 'dare' 'u' 'to' 'to' 'come' 'out' 'n' 'fight' 'us']","['rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en']","['X' 'PRON' 'ADJ' 'PRON' 'VERB' 'PRON' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'VERB'
 'PRON' 'PART' 'PART' 'VERB' 'PART' 'CONJ' 'VERB' 'PRON']"
920,"['RT' '@alirazaxxxx' ':' 'Pakistan' 'COAS' 'clearly' 'said' 'covert'
 'operation' 'or' 'any' 'type' 'of' 'operation' 'in' 'Pak' 'is'
 'considered' 'to' 'be' 'War' '&' 'we' 'are' 'ready' '#PakArm']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en'
 'rest']","['X' 'X' 'X' 'PROPN' 'PROPN' 'ADV' 'VERB' 'ADJ' 'NOUN' 'CONJ' 'DET' 'NOUN'
 'ADP' 'NOUN' 'ADP' 'PROPN' 'VERB' 'VERB' 'PART' 'VERB' 'NOUN' 'CONJ'
 'PRON' 'VERB' 'ADJ' 'X']"
921,['Ab' 'aapse' 'v' 'umeed' 'tut' 'raha' 'hai' 'sir' '.'],['hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'rest'],['ADV' 'PRON' 'PART' 'NOUN' 'VERB' 'VERB' 'VERB' 'NOUN' 'X']
922,"['RT' '@vinaydokania' ':' 'Parrikar' 'is' 'busy' 'threatening' 'fellow'
 'Indians' 'like' 'Aamir' 'Khan' 'to' 'being' 'a' ""'"" 'Swayamsevak' ""'""
 '#UriAttack' 'happens' '.' 'Warped' 'priorities']","['rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest'
 'en' 'en' 'en' 'rest' 'hi' 'rest' 'rest' 'en' 'rest' 'en' 'en']","['X' 'X' 'X' 'PROPN' 'VERB' 'ADJ' 'VERB' 'ADJ' 'NOUN' 'ADP' 'PROPN'
 'PROPN' 'PART' 'VERB' 'DET' 'X' 'NOUN' 'X' 'X' 'VERB' 'X' 'ADJ' 'NOUN']"
923,"['RT' '@SultaanMirzaa_' ':' 'Bure' 'Karm' 'karoge' 'to' 'Bura' 'fal' 'hi'
 'milega' '..' '@karanjohar' '->' 'Shivaay' 'ki' 'negativity(paid' 'media'
 ')' '->' '#UriAttack' '->' '#ADHM' 'Ka' 'END']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'
 'rest' 'rest' 'rest' 'hi' 'rest' 'en' 'rest' 'rest' 'rest' 'rest' 'rest'
 'hi' 'en']","['X' 'X' 'X' 'ADJ' 'NOUN' 'VERB' 'PRON' 'ADJ' 'NOUN' 'PART' 'VERB' 'X' 'X'
 'X' 'PROPN' 'ADP' 'X' 'NOUN' 'X' 'X' 'X' 'X' 'X' 'ADP' 'NOUN']"
924,"['Ek' 'tha' 'feku' '....' 'ek' 'thi' 'fekini' '#UriAttack'
 'https://t.co/KdISqKU64B']",['hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest'],['NUM' 'VERB' 'NOUN' 'X' 'NUM' 'VERB' 'VERB' 'X' 'X']
925,"['RT' '@AllTimeBakchod' ':' 'Shit' ',' 'iss' 'baar' 'toh' 'Modiji' 'ki'
 'ninda' 'karni' 'padegi' '#UriAttack' 'https://t.co/v8BFJgc3CW']","['rest' 'rest' 'rest' 'en' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi'
 'hi' 'rest' 'rest']","['X' 'X' 'X' 'NOUN' 'X' 'DET' 'NOUN' 'PART' 'PROPN' 'ADP' 'NOUN' 'VERB'
 'VERB' 'X' 'X']"
926,"['It' 'is' 'not' 'only' 'a' 'attack' 'it' 'is' 'a' 'chance' 'to' 'thrash'
 'pak' 'and' 'its' 'terririsom' '#UriAttack']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en'
 'en' 'en' 'rest']","['PRON' 'VERB' 'PART_NEG' 'ADJ' 'DET' 'NOUN' 'PRON' 'VERB' 'DET' 'NOUN'
 'PART' 'VERB' 'PROPN' 'CONJ' 'PRON' 'NOUN' 'X']"
927,"['@subhashdhiman' 'o' '#dogie' 'relax' 'killr' '#rajnath' 'plan'
 '#Uriattack' 'bcoz' 'big' '#dog' '#Modi' 'runaway' 'not' 'face' '#UN'
 'killed' 'own' '17' 'army' '#Zeenews' '#Aninews']","['rest' 'hi' 'rest' 'en' 'en' 'rest' 'en' 'rest' 'en' 'en' 'rest' 'rest'
 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'en' 'rest' 'rest']","['X' 'PART' 'X' 'VERB' 'ADJ' 'X' 'VERB' 'X' 'CONJ' 'ADJ' 'X' 'X' 'ADJ'
 'PART_NEG' 'VERB' 'X' 'VERB' 'ADJ' 'NUM' 'NOUN' 'X' 'X']"
928,"['More' 'then' 'a' '100' 'kashmiris' 'CIVILIANS' 'have' 'been' 'murdered'
 'in' '2' 'months' ',' 'Thousands' 'wounded' '.' 'Please' 'tell' 'me'
 'who' 'is' 'the']","['en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest'
 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en']","['ADJ' 'ADJ' 'DET' 'NUM' 'ADJ' 'NOUN' 'VERB' 'VERB' 'VERB' 'ADP' 'NUM'
 'NOUN' 'X' 'NUM' 'VERB' 'X' 'ADV' 'VERB' 'PRON' 'PRON_WH' 'VERB' 'DET']"
929,"['RT' '@yesveees' ':' '@AsYouNotWish' '@abhijeetsinger' '@Swamy39'
 '@sonunigam' 'meanwhile' 'sonu' 'nigam' 'singing' 'la' 'la' 'la' 'along'
 'with' 'atif' 'aslam' '#UriAttack' 'http']","['rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'en'
 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'rest' 'rest' 'rest']","['X' 'X' 'X' 'X' 'X' 'X' 'X' 'ADV' 'PROPN' 'PROPN' 'VERB' 'X' 'X' 'X'
 'ADP' 'ADP' 'PROPN' 'PROPN' 'X' 'X']"
930,"['.' '@manoharparrikar' 'thoda' 'jaate' 'jate' 'kadi' 'ninda' 'lete' 'hue'
 'jaaye']",['rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'],['X' 'X' 'ADV' 'VERB' 'VERB' 'ADJ' 'NOUN' 'VERB' 'VERB' 'VERB']
931,"['Congress' 'apni' 'awakad' 'dikhaya' '#UriAttack' 'ko' 'BJP' '&' 'PDP'
 'ki' 'zimadar' 'maan' 'rahe' 'hai' '...']","['rest' 'hi' 'hi' 'hi' 'rest' 'hi' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest']","['PROPN' 'PRON' 'NOUN' 'VERB' 'X' 'ADP' 'PROPN' 'CONJ' 'PROPN' 'ADP'
 'NOUN' 'VERB' 'VERB' 'VERB' 'X']"
932,"['#UNGA' 'Nawaz' 'Sharif' 'proved' 'that' ""he's"" 'not' 'only' 'Bhadua'
 'but' 'Gandu' 'as' 'well' '.' '@narendramodi' 'se' 'mara' 'k' 'rahega']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'hi' 'en' 'hi' 'en' 'en'
 'rest' 'rest' 'hi' 'hi' 'hi' 'hi']","['X' 'PROPN' 'PROPN' 'VERB' 'PRON' 'VERB' 'PART_NEG' 'ADJ' 'ADJ' 'CONJ'
 'ADJ' 'ADV' 'ADV' 'X' 'X' 'ADP' 'VERB' 'VERB' 'VERB']"
933,"['Why' 'BJP' 'Govt' 'had' 'allowed' 'Masood' 'Azhar' ',' 'the'
 'mastermind' 'of' '#UriAttack' '&' '#PathankotAttack' 'to' 'go' 'to'
 'Kandahar' '?']","['en' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'rest'
 'rest' 'rest' 'en' 'en' 'en' 'rest' 'rest']","['PRON_WH' 'ADJ' 'NOUN' 'VERB' 'VERB' 'PROPN' 'PROPN' 'X' 'DET' 'NOUN'
 'ADP' 'X' 'CONJ' 'X' 'PART' 'VERB' 'ADP' 'PROPN' 'X']"
934,"['@Nikhilgupta0313' 'they' ""can't"" 'do' 'anything' 'warna' ""'"" 'saari' ""'""
 'kaha' 'se' 'ayegi' 'maa' 'k' 'liye' '.' 'Haathi' 'k' 'dant' 'khane' 'k'
 'aur' 'dikhane' 'k' 'kuch' 'aur' '.' '#UriAttack']","['rest' 'en' 'en' 'en' 'en' 'hi' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest'
 'rest']","['X' 'PRON' 'VERB' 'VERB' 'PRON' 'CONJ' 'X' 'NOUN' 'X' 'PRON_WH' 'ADP'
 'VERB' 'NOUN' 'ADP' 'ADP' 'X' 'NOUN' 'ADP' 'NOUN' 'VERB' 'ADP' 'CONJ'
 'VERB' 'ADP' 'ADJ' 'CONJ' 'X' 'X']"
935,"['RT' '@FinancialXpress' ':' 'Def' 'Min' 'Parrikar' 'is' 'busy'
 'threatening' 'Indians' 'like' 'Aamir' 'Khan' 'to' 'being' 'a'
 'Swayamsevak' '.' 'Then' '#UriAttack' 'happens' '.']","['rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest'
 'rest' 'en' 'en' 'en' 'hi' 'rest' 'en' 'rest' 'en' 'rest']","['X' 'X' 'X' 'PROPN' 'PROPN' 'PROPN' 'VERB' 'ADJ' 'VERB' 'NOUN' 'ADP'
 'PROPN' 'PROPN' 'PART' 'VERB' 'DET' 'NOUN' 'X' 'ADV' 'X' 'VERB' 'X']"
936,"['RT' '@dna' ':' '#UriAttack' ':' 'NIA' 'registers' 'case' ';' 'to' 'take'
 'DNA' 'samples' 'of' '4' 'neutralised' 'Jaish-e-Mohammad' 'terrorists'
 'https://t.co/a5IFhTYjie']","['rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'en'
 'rest' 'en' 'en' 'rest' 'en' 'rest' 'en' 'rest']","['X' 'X' 'X' 'X' 'X' 'PROPN' 'VERB' 'NOUN' 'X' 'PART' 'VERB' 'ADJ' 'NOUN'
 'ADP' 'NUM' 'ADJ' 'ADJ' 'NOUN' 'X']"
937,"['Off' 'course' 'we' 'believe' 'in' 'non-violence' ',' 'but' 'Mother'
 'India' 'has' 'produced' 'Lal' 'bahadur' 'Shashtri' '&' 'Indira' 'ji'
 'along' 'Mahatma' 'Gandhi' '#UriAttack']","['en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'en' 'en' 'rest'
 'rest' 'rest' 'rest' 'rest' 'hi' 'en' 'rest' 'rest' 'rest']","['PART' 'NOUN' 'PRON' 'VERB' 'ADP' 'NOUN' 'X' 'CONJ' 'NOUN' 'PROPN' 'VERB'
 'VERB' 'PROPN' 'PROPN' 'PROPN' 'CONJ' 'PROPN' 'PART' 'ADP' 'PROPN'
 'PROPN' 'X']"
938,"['No' 'mercy' 'on' 'terrorist' '....' 'kadi' 'ninda' 'ki' 'ma' 'ka' '...'
 'plzzz' 'do' 'something' 'unpredictable' '.' '#UriAttack']","['en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en'
 'en' 'rest' 'rest']","['PART_NEG' 'NOUN' 'ADP' 'NOUN' 'X' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'ADP' 'X'
 'ADV' 'VERB' 'PRON' 'ADJ' 'X' 'X']"
939,"['RT' '@nshantanu' ':' 'Excellent' 'video' '-' '#Kashmir' 'to' 'hoga'
 'lekin' 'pakistan' 'nahi' 'hoga' '!!']","['rest' 'rest' 'rest' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'rest' 'hi'
 'hi' 'rest']","['X' 'X' 'X' 'ADJ' 'NOUN' 'X' 'X' 'PART' 'VERB' 'CONJ' 'PROPN' 'PART_NEG'
 'VERB' 'X']"
940,"['RT' '@Amit_sriv' ':' ""It's"" 'time' 'for' 'decisive' 'action' '..' 'need'
 'precision' 'strike' 'we' ""don't"" 'fear' 'nuclear' 'attack' '.' 'Time'
 'to' 'teach' 'Pak' 'a' 'lesson' '#UriAttack' '#N']","['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest' 'rest']","['X' 'X' 'X' 'VERB' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'X' 'VERB' 'ADJ' 'NOUN'
 'PRON' 'VERB' 'VERB' 'ADJ' 'NOUN' 'X' 'NOUN' 'PART' 'VERB' 'PROPN' 'DET'
 'NOUN' 'X' 'X']"
941,"['@TimesNow' 'Aamir' 'Khan' 'too' 'is' 'silent' 'on' '#UriAttack' '.'
 '@aamir_khan']",['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest'],['X' 'PROPN' 'PROPN' 'PART' 'VERB' 'ADJ' 'ADP' 'X' 'X' 'X']
942,"['Jaish-e-Mohammad' '#UriAttack' 'kyun' 'kara' '?' 'Kya' 'bigarda' 'tha'
 'Army' 'ne' 'tumhara' '?']",['rest' 'rest' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'rest'],"['PROPN' 'X' 'PRON_WH' 'VERB' 'X' 'PRON_WH' 'VERB' 'VERB' 'NOUN' 'ADP'
 'PRON' 'X']"
943,"['@Babu_Bhaiyaa' 'not' 'others' ',' 'only' 'Bhakts' 'today' 'putting'
 'pressure' 'on' 'Chokidar' 'to' 'something' 'to' 'do' 'to' 'put' 'brake'
 'on' 'deteriorating' 'image' '#UriAttack']","['rest' 'en' 'en' 'rest' 'en' 'hi' 'en' 'en' 'en' 'en' 'hi' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest']","['X' 'PART_NEG' 'PRON' 'X' 'ADJ' 'NOUN' 'ADV' 'VERB' 'VERB' 'ADP' 'NOUN'
 'ADP' 'PRON' 'PART' 'VERB' 'PART' 'VERB' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'X']"
944,"['Go' 'ahead' 'go' 'kill' 'your' 'own' ',' 'India' '.' 'create' 'a'
 'hundred' 'thousand' 'uriattacks' 'n' 'convienently' 'blame' 'pakistan'
 '.' 'hum' 'fir' 'bi' 'leyenge' 'Azadi']","['en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi']","['VERB' 'ADV' 'VERB' 'VERB' 'PRON' 'ADJ' 'X' 'PROPN' 'X' 'VERB' 'DET'
 'NOUN' 'NOUN' 'NOUN' 'CONJ' 'ADV' 'VERB' 'PROPN' 'X' 'PRON' 'ADV' 'PART'
 'VERB' 'NOUN']"
945,"['RT' '@ahindu_' ':' 'No' '.' 'pak' 'is' 'a' 'small' 'country' ',' 'it'
 'will' 'be' 'wiped' 'out' 'by' 'our' 'nuclear' 'weapons' '.' 'otoh' ','
 'we' 'will' 'survive' '.' '#UriAttack' 'https://t.co/eNOqQI']","['rest' 'rest' 'rest' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en' 'en'
 'en' 'rest' 'rest' 'rest']","['X' 'X' 'X' 'PART_NEG' 'X' 'PROPN' 'VERB' 'DET' 'ADJ' 'NOUN' 'X' 'PRON'
 'VERB' 'VERB' 'VERB' 'PART' 'ADP' 'PRON' 'ADJ' 'NOUN' 'X' 'X' 'X' 'PRON'
 'VERB' 'VERB' 'X' 'X' 'X']"
946,"['@Dev_Fadnavis' 'sir' 'ap' 'kyu' 'nahi' 'bolywod' 'me' '#PakArtistes'
 'ko' 'ban' 'kartey' 'kamey' 'bhe' 'yaha' 'se' 'or' '#UriAttack' 'be'
 'karey' 'ab' 'janta' 'ye' 'nahi' 'jheal' 'pa' 'rahi']","['rest' 'en' 'hi' 'hi' 'hi' 'en' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi']","['X' 'NOUN' 'PRON' 'PRON_WH' 'PART_NEG' 'NOUN' 'ADP' 'X' 'ADP' 'VERB'
 'VERB' 'VERB' 'PART' 'ADV' 'ADP' 'CONJ' 'X' 'PART' 'VERB' 'ADV' 'NOUN'
 'DET' 'PART_NEG' 'VERB' 'VERB' 'VERB']"
947,"['Not' '1000' 'jute' '1000' 'hunter' 'backpost' 'pr' ',' 'waise' 'desh'
 'bechna' 'sabki' 'bas' 'ki' 'baat' 'nhi' 'ye' 'sahi' 'bol' 'raha' 'h' '.'
 'ambani+adani' 'ka' 'su' 'https://t.co/AdZS09XcNc']","['en' 'rest' 'hi' 'rest' 'en' 'en' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi' 'rest']","['PART_NEG' 'NUM' 'NOUN' 'NUM' 'NOUN' 'NOUN' 'ADP' 'X' 'ADV' 'NOUN' 'VERB'
 'X' 'NOUN' 'ADP' 'NOUN' 'PART_NEG' 'DET' 'ADV' 'VERB' 'VERB' 'VERB' 'X'
 'PROPN' 'ADP' 'X' 'X']"
948,"['a' 'total' 'drma' 'by' 'endain' 'govt' '.' 'whnvr' 'UN' 'cnfrence'
 'held' ',' 'endia' 'mkes' 'sch' 'kind' 'of' 'drma' ',' 'bt' 'dis' 'tym'
 'pak' ""'"" 'll' 'raise' 'kshmir' 'issue' 'strongly']","['en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'en' 'en' 'rest' 'en'
 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'en'
 'rest' 'en' 'en']","['DET' 'ADJ' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'X' 'ADV' 'PROPN' 'NOUN' 'VERB' 'X'
 'PROPN' 'VERB' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'X' 'CONJ' 'DET' 'NOUN' 'PROPN'
 'X' 'X' 'VERB' 'ADJ' 'NOUN' 'ADV']"
949,"['RT' '@DDNewsLive' ':' '#UriAttack' ':' 'Home' 'Minister' '@rajnathsingh'
 'to' 'chair' 'a' 'high-level' 'review' 'meeting' 'at' '10' 'am']","['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'rest' 'rest']","['X' 'X' 'X' 'X' 'X' 'PROPN' 'PROPN' 'X' 'PART' 'VERB' 'DET' 'ADJ' 'ADJ'
 'NOUN' 'ADP' 'NUM' 'NOUN']"
950,"['RT' '@alamgirizvi' ':' 'Kuch' 'toh' 'bat' 'hai' '.' 'Jo' 'hasti' 'miti'
 'Nahi' 'hamari' '.' 'Yhe' 'hai' 'desh' 'Ki' 'Asal' 'sherni' '.' 'Ab'
 'toh' 'Jumla' 'Aure' 'feku' 'giri' 'hai' '.' '#UriAttack' 'https' ':']","['rest' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest' 'rest' 'rest' 'rest']","['X' 'X' 'X' 'PRON' 'PART' 'NOUN' 'VERB' 'X' 'PRON' 'NOUN' 'VERB'
 'PART_NEG' 'PRON' 'X' 'DET' 'VERB' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'X' 'ADV'
 'PART' 'NOUN' 'X' 'NOUN' 'PART' 'VERB' 'X' 'X' 'X' 'X']"
951,"['India' 'waloon' 'ko' 'koi' 'jaldi' 'sey' 'nesfruta' 'pilao' 'bhaee' '..'
 '#UriAttack']",['rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'rest'],['PROPN' 'PART' 'ADP' 'PRON' 'NOUN' 'ADP' 'NOUN' 'VERB' 'NOUN' 'X' 'X']
952,"['@AP' 'I' 'kw' 'ths' 'is' 'ur' 'bread' 'n' 'butter' 'bt' 'I' 'wonder'
 'hw' 'u' 'cn' 'eat' 'after' 'licking' 'terrorists' 'AS#' '#UriAttack'
 '@TrollKejri' '@dna' 'https://t.co/27W3B0pclt']","['rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest']","['X' 'PRON' 'VERB' 'DET' 'VERB' 'PRON' 'NOUN' 'CONJ' 'NOUN' 'CONJ' 'PRON'
 'VERB' 'PRON_WH' 'PRON' 'VERB' 'VERB' 'ADV' 'VERB' 'NOUN' 'X' 'X' 'X' 'X'
 'X']"
953,"[""India's"" 'Best' 'PM' 'Ever' ',' 'Atal' 'Bihari' 'Vajpayee' 'Ji' 'Gave'
 'Strong' 'Message' 'To' 'Pakistan' 'In' '1999' 'During' 'Kargil' '.'
 'https://t.co/TdbJA67Sb6']","['en' 'en' 'rest' 'en' 'rest' 'rest' 'rest' 'rest' 'hi' 'en' 'en' 'en'
 'en' 'rest' 'en' 'rest' 'en' 'rest' 'rest' 'rest']","['PROPN' 'ADJ' 'PROPN' 'ADV' 'X' 'PROPN' 'PROPN' 'PROPN' 'PART' 'VERB'
 'ADJ' 'NOUN' 'ADP' 'PROPN' 'ADP' 'NUM' 'ADV' 'PROPN' 'X' 'X']"
954,"['jb' 'Roz' '17' 'sy' 'zda' 'kashmiri' 'shaheed' 'hoty' 'hy' '..' 'tb'
 'media' 'kidr' 'hota' '?????']","['hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'en' 'hi' 'hi'
 'rest']","['ADV' 'ADV' 'NUM' 'ADP' 'ADP' 'ADJ' 'VERB' 'VERB' 'VERB' 'X' 'ADV' 'NOUN'
 'PRON_WH' 'VERB' 'X']"
955,"['RT' '@vikingthakkar' ':' '@KanchanGupta' 'Dada' '.' 'Some' 'in' 'Pak'
 '&' 'India' 'think' 'alike' '.' 'This' 'called' 'BhaiChara' ','
 'BahenChara' 'or' 'BhaiBahenChara' '?']","['rest' 'rest' 'rest' 'rest' 'hi' 'rest' 'en' 'en' 'rest' 'rest' 'rest'
 'en' 'en' 'rest' 'en' 'en' 'hi' 'rest' 'hi' 'rest' 'hi' 'rest']","['X' 'X' 'X' 'X' 'PROPN' 'X' 'DET' 'ADP' 'PROPN' 'CONJ' 'PROPN' 'VERB'
 'ADV' 'X' 'DET' 'VERB' 'NOUN' 'X' 'NOUN' 'CONJ' 'NOUN' 'X']"
956,"['NIA' 'to' 'take' 'over' '#UriAttack' 'probe' '-'
 'https://t.co/DxBuwwIro5' 'https://t.co/Ad3f6Y1hgg']",['rest' 'en' 'en' 'en' 'rest' 'en' 'rest' 'rest' 'rest'],['PROPN' 'PART' 'VERB' 'PART' 'X' 'NOUN' 'X' 'X' 'X']
957,"['Probably' 'we' 'need' 'a' 'machine' 'to' 'dig' 'the' 'land' 'between'
 'the' '2' 'land' '.']",['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest'],"['ADV' 'PRON' 'VERB' 'DET' 'NOUN' 'PART' 'VERB' 'DET' 'NOUN' 'ADP' 'DET'
 'NUM' 'NOUN' 'X']"
958,"['Sir' 'modi' 'ji' '...' 'Aap' 'hmare' 'liye' 'kuch' 'kro' 'ya' 'nhi' '..'
 'bs' 'ek' 'baar' 'un' 'family' 'k' 'baare' 'mai' 'socho' 'jin' 'hone'
 'aaj' 'aapne' 'bete' 'khoe' 'h' '...']","['en' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi'
 'hi' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest']","['NOUN' 'PROPN' 'PART' 'X' 'PRON' 'PRON' 'ADP' 'DET' 'VERB' 'CONJ'
 'PART_NEG' 'X' 'PART' 'NUM' 'NOUN' 'DET' 'NOUN' 'ADP' 'ADP' 'ADP' 'VERB'
 'DET' 'DET' 'ADV' 'PRON' 'NOUN' 'VERB' 'VERB' 'X']"
959,"['@narendramodi' 'agr' 'apki' '#govt' 'ne' '#UriAttack' 'k' 'bad'
 'retaliate' 'nai' 'kiya' 'to' 'apki' 'nd' '#congress' 'k' 'govt' 'me'
 'koi' 'difrnce' 'nai' 'hoga']","['rest' 'hi' 'hi' 'rest' 'hi' 'rest' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi'
 'hi' 'rest' 'hi' 'en' 'hi' 'hi' 'en' 'hi' 'hi']","['X' 'CONJ' 'PRON' 'X' 'ADP' 'X' 'ADP' 'ADP' 'VERB' 'PART_NEG' 'VERB'
 'CONJ' 'PRON' 'CONJ' 'X' 'ADP' 'NOUN' 'ADP' 'PRON' 'NOUN' 'PART_NEG'
 'VERB']"
