idx,words,lid
8151,['@CampNouBoY' 'Fault' 'bhanya' 'chai' '?'],['other' 'lang1' 'lang2' 'lang2' 'other']
8152,['@ghimireab' 'paalo' 'aauchha' 'sir' ';)' '@maanthaaa'],['other' 'lang2' 'lang2' 'lang1' 'other' 'other']
8153,"['@iShzz' 'sano' 'tino' '#instameet' 'nai' 'gare' 'huncha' 'ni' ',' 'if'
 'others' 'are' 'willing' 'as' 'well' '..' 'what' 'say' '?']","['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'other']"
8154,"['@kejeeyabaskota' 'malai' 'ta' 'best' 'talk' 'ever' 'ni' '...' 'Dun'
 'knw' 'abt' 'u' 'hai' ';)']","['other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang2' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang2' 'other']"
8155,"['@Jangiz_' 'kati' 'baje' 'ho' 'haajir' '?' '60' 'seconds' 'pachhi' 'ho'
 'ki' '?' 'aaja' 'chadai' 'farkine' 'gari' 'chadai' 'aam' 'na' 'ta' '!']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
8156,['@MTbrain_' 'haha' '..' 'Teti' 'saro' 'free' 'vaidya' 'ho' '?' ':P'],"['other' 'lang1' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other'
 'other']"
8157,['This' 'is' 'a' 'freaking' 'nightmare' '..' 'Toit' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'other']
8158,"['@culpritforever' 'Never' 'heard' 'this' 'day' '!' 'Do' 'the' 'western'
 'people' 'celebrate' 'Prpose' 'day' '...?']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
8159,"['@AneshaAdorable' 'will' 'haseena' 'not' 'take' 'me' 'to' 'prison' 'for'
 'going' 'on' 'date' 'with' 'a' 'pichhi' '?' ':p']","['other' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other' 'other']"
8160,"['@AneshaAdorable' 'ask' 'korle' 'question' 'mark' 'thakto' 'na' '?'
 'seriously' 'bolci']","['other' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'other' 'lang1'
 'lang2']"
8161,"['@AneshaAdorable' 'twitter' 'tl' 'is' 'no' 'place' 'to' 'talk' 'abt'
 'private' 'matters' '.' ':p']","['other' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'other' 'other']"
8162,"['@pagalchari' 'I' ""ain't"" 'a' 'atheist' 'for' 'starters' '.' 'why' 'did'
 'english' 'transitioned' 'jesus' 'into' 'adjective' 'in' 'the' 'first'
 'place' '?']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other']"
8163,['@kejeeyabaskota' 'Reality' 'tehi' 'ho' 'buje' 'vaigo' '...;' ')'],['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
8164,"['@moterwala11' 'Ok' 'bro' 'good' 'luck' ',' 'no' 'messing' 'with' 'you'
 ';)']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'other']"
8165,"['@moterwala11' 'well' 'i' 'havent' 'met' 'u' 'yet' 'so' 'yur' 'nature'
 'is' 'that' 'what' 'has' 'been' 'reflected' 'here' ',' 'for' 'me' 'and'
 'many' 'more' '.']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
8166,['Kun' 'bushdi' 'le' 'Mata' 'captain' 'rakhiyecha' '!' '#fpl'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'ambiguous']
8167,['@sarmiemagar' 'Lol' '!' 'Kati' 'haasnu' '!'],['other' 'lang1' 'other' 'lang2' 'lang2' 'other']
8168,"['@indutiwari2' 'Harek' 'Manxe' 'vagya' 'mani' 'nai' 'hunxa' 'bass'
 'samaya' 'lai' 'afnoo' 'anukul' 'banuna' 'saknuparxa' '...:' ')']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
8169,"['@indutiwari2' 'sayad' 'huna' 'sakxa' '.' 'Tara' 'eutai' 'asafalta' 'lai'
 'sandhai' 'dajnu' 'pani' 'ta' 'hunna' '.' 'Life' 'lai' 'pakkai' 'arko'
 'chance' 'dinu' 'parxa' '!;' ')']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'other']"
8170,"['@kejeeyabaskota' 'Tehi' 'dina' 'napayera' 'ta' 'tanav' 'vayo' 'ni' '...'
 'hehe']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang1']"
8171,['@kejeeyabaskota' 'line' 'manxe' 'ni' 'hunu' 'paryo' 'ni' 'haha' ':p'],['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other']
8172,"['@kejeeyabaskota' 'Feb' 'vari' 'chochlate' 'pani' 'Red' 'Rose' 'jastai'
 'honi' 'dear' ':)']","['other' 'lang1' 'lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2'
 'lang1' 'other']"
8173,['#Follow' 'Garexi' 'Back' 'ta' 'dinai' 'paryo' '...!'],['lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other']
8174,['Aba' 'United' 'ko' 'next' 'home' 'game' 'is' 'versus' 'Liverpool' '!'],['lang2' 'ne' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other']
8175,"['@anuskapokharel' 'aba' 'drawings' 'baata' 'fan' 'vaako' ',' 'music'
 'pani' 'sunna' 'paine' 'vo' 'tapai' 'ko' '!' 'Good' 'Luck' '.']","['other' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'other' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'other']"
8176,"['@anuskapokharel' 'John' 'Mayer' 'ko' 'pankha' 'ho' '?' 'Tesko' 'geet'
 'haru' 'ma' 'ni' 'khub' 'huncha' 'finger' 'picking' '!']","['other' 'ne' 'ne' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other']"
8177,"['@anuskapokharel' 'haha' '!' 'Dimaag' 'ma' 'ta' 'tei' 'fuchche' 'nai'
 'aaucha' ',' 'True' 'that' '!']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'lang1' 'other']"
8178,"['@anuskapokharel' 'aba' 'timi' 'sanga' 'siknu' 'parlaa' 'jasto' 'cha' ','
 'as' ""you're"" 'working' 'hard' 'and' 'getting' 'better' 'day' 'by' 'day'
 '!' 'hehe' '.']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'other']"
8179,"['Guitar' 'Bajaam' 'Bajaam' 'lagyo' ',' 'Ghar' 'pugera' '4-5' 'ota'
 'Floyds' 'Jhyaang' 'Jhyaang' 'paarnu' 'parlaa' '!']","['ne' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2' 'ne'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
8180,"['@samvaa' 'ajhai' 'pani' 'homework' 'garna' 'parne' '?' 'homework' 'dine'
 'hola' 'ni' 'aaba' 'ta' 'vuravuriharulai' '?' ':P']","['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
8181,['@browneyedmukti' 'tetikai' 'dherai' 'paxi' 'dekhayo' 'vanera' '...;' ')'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
8182,"['@browneyedmukti' 'ra' 'khas' 'ma' 'tweet' 'pani' 'prasta' 'vayena' '...'
 'k' ':p' ':D']","['other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'other' 'other']"
8183,"['@browneyedmukti' 'knw' 'tht' 'song' '.' 'Ko' 'naren' 'ho' '?' 'Last'
 'dull' 'vaisake' 'xa' 'mero' 'mind' '.:' '(' 'never' 'imagine' 'this'
 'could' 'hapen' '2' 'me' 'incase' 'of' 'music' '!' 'Mygod']","['other' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'ne' 'lang2' 'other'
 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1']"
8184,['@kejeeyabaskota' 'aja' 'chai' 'kun' 'day' 'ho' '...?'],['other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other']
8185,"['@archer_ps' '@indutiwari2' 'ti' 'Let' 'u' 'knw' 'sooner' 'or' 'later'
 'if' 'new' 'dimensoin' 'added' 'of' 'happy' 'endings' '.;' ')'
 '#butHappy' 'with' 'this' 'fukng' 'tragedy']","['other' 'other' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
8186,"['@kejeeyabaskota' 'I' 'knw' 'today' 'is' 'monday' '.' 'But' 'am'
 'talking' 'abt' '#Feb' 'k' '...']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang2' 'other']"
8187,"['@browneyedmukti' 'no' 'way' 'that' 'cost' 'very' 'high' 'amount' '.' 'I'
 'got' 'a' 'factory' 'of' 'handicraft' '...']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
8188,"['@browneyedmukti' 'tetikai' 'ra' 'driver' 'pani' 'hun' '.' 'Kahile'
 'kahi' 'chaluxu' 'free' 'vako' 'time' 'ma' '.']","['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'other']"
8189,"['@browneyedmukti' 'haha' '..' 'Well' 'dm' 'me' 'will' 'give' 'u' 'all'
 'my' 'info' 'but' 'nt' 'in' '#tl' '...' 'Sometimes' 'silence' 'is' 'a'
 'big' 'weapon' 'to' 'get' 'victory' 'on' 'goal' '.;' ')']","['other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other']"
8190,"['@kejeeyabaskota' 'khana' 'kaam' 'khaooo' 'aur' 'toilet' 'jyada' 'dertak'
 'betho' '...;' ')' ':p' ':D' '@suzataz']","['other' 'lang2' 'lang2' 'other' 'other' 'lang1' 'other' 'other' 'other'
 'other' 'other' 'other' 'other' 'other']"
8191,['@browneyedmukti' 'sure' '...!' 'Gudnyt' 'once' 'again' '...;' ')'],['other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other']
8192,"['Pink' 'Floyd' 'Tribute' 'Concert' 'hunay' 're' '!' 'Kalle' 'bajaauni'
 'holaan' 'khai' '!' 'Bajaye' 'ni' 'tei' 'famous/easy' 'matra' 'bajaauni'
 'holaan' '!' '#floyd']","['ne' 'ne' 'ne' 'ne' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'other' 'ne']"
8193,"['@_quote_me_' 'LOL' ',' 'kati' 'haasnu' '!' 'hahaha' '@__Comedian_']",['other' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang1' 'other']
8194,"['@_quote_me_' 'simple' 'ni' 'extra-ordinary' 'lagyo' 'holaa' 'nta' '!'
 'Dos' 'nadim' 'bichara' 'haru' 'lai' ',' 'tini' 'haru' 'ko' 'jawaani'
 'ko' 'dosh' 'ho' '!' ':P']","['other' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other']"
8195,"['@Mrophiophagus' 'futsal' 'ta' 'khellinna' 'bro' ',' 'instameet' 'ko'
 'sabai' 'jimma' 'hajur' 'ko' 'kandh' 'ma' 'cha' 'rey' '@niraj_1974' 'acc'
 'to' 'ishzz' '.' ';)']","['other' 'ne' 'lang2' 'lang2' 'lang1' 'other' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1'
 'lang1' 'ne' 'other' 'other']"
8196,"['Can' 'U' 'digg' 'it' '!' 'U' 'shaka' '!:' 'D' ':D' ':D'
 '#schoolTmeMemories']","['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang2' 'other' 'lang1'
 'other' 'other' 'lang1']"
8197,"['@HinduIDF' 'what' 'makes' 'you' 'say' 'so' '?' 'Talk' 'abt' 'ours'
 'then' ',' 'Manusmriti' 'for' 'instance' 'or' 'even' 'Mahabharata' 'and'
 'Ramayana(in' 'some' 'parts)' '.']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1'
 'mixed' 'lang1' 'lang1' 'other']"
8198,"['@HinduIDF' 'care' 'to' 'explain' 'what' 'part' 'of' 'Bible' 'you'
 'found' 'filth' 'y.I' 'am' 'a' 'non' 'believer' ',' 'and' 'i' 'have'
 'read' 'all' 'three' '..' 'I' 'didnt' 'find' 'anything' 'FILTHY' '.']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
8199,"['@gibberishmock' 'Young' 'player' 'ka' 'kura' 'ma' 'Liverpool' 'lai'
 'kasaile' 'vetdainan' 'aajkal' '!' '@AJRedDevil' '@abiral_twit']","['other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other' 'other']"
8200,"['Is' 'Neeta' 'Ambani' 'stoned' '?' 'Mitch' 'for' '650lakhs' 'is' 'a'
 'steal' '.']","['lang1' 'ne' 'ne' 'lang1' 'other' 'ne' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'other']"
8201,"['@rakshyaaaaa' 'hehe' ',' 'bachan' 'firta' '!' 'btw' 'why' 'new'
 'account' '?']","['other' 'lang1' 'other' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'other']"
8202,"['@_quote_me_' 'raksi' 'ko' 'headache' 'ta' 'haina' 'ni' '?' 'tyo' 'ho'
 'vane' 'upaye' 'cha' '!']","['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
8203,"['@shrishyy' 'aiyaa' '...' 'that' 'hug' 'was' 'really' 'very' 'tight' '..'
 'haha' '...' ':D' 'Happy' 'hug' 'day' 'Niggi' ';)' '@SwaggicalRuchi']","['other' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'other'
 'other']"
8204,"['@AbhisekhPoudyal' 'hey' '!' 'Abhi' 'how' 'are' 'you' '??' 'been' 'a'
 'long' 'time' '..']","['other' 'lang1' 'other' 'lang2' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'other']"
8205,"['@niharikarlbam' 'I' 'love' 'this' 'pic' '..' 'you' 'look' 'gorgeous'
 '!!' '<' '3']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'other']"
8206,"['@impuzaa' '@SwaggicalRuchi' 'Love' 'it' 'ta' 'vanayai' 'paryo' 'ni'
 '...;' ')']","['other' 'other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other']"
8207,['@nishchaldhakal' 'kata' 'xau' 'ajakal' '...?'],['other' 'lang2' 'lang2' 'lang2' 'other']
8208,"['@prami_la' 'I' 'already' 'sent' 'you' 'ni' ""didn't"" 'get' 'yet' '...?'
 'might' 'be' '#ntc' 'problem' '...;' ')']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'ne' 'lang1' 'other' 'other']"
8209,"['@niraj_1974' '@Lohsirk' '@iGwch' '@Mrophiophagus' 'btw' 'i' 'saw'
 'somewhere' 'this' 'gal' 'ruchi' '@SwaggicalRuchi' 'has' '128' '.' ':-D']","['other' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang2' 'other' 'lang1' 'other' 'other' 'other']"
8210,"['@kinsu08' 'you' 'are' 'already' 'preaching' 'god' 'is' 'dead' 'anyway'
 '.' 'Btw' ',' 'i' 'and' '@Mrophiophagus' 'got' 'into' 'interesting'
 'convo' 'with' 'an' 'idiot' 'this' 'morning' '.']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
8211,"['@Bibek_liverpool' 'need' 'of' 'indian' 'players' ',' 'still' 'got' 'a'
 'huge' 'purse' ',' 'my' 'money' 'will' 'be' 'on' 'them' 'this' 'year' '.']","['other' 'lang1' 'lang1' 'ne' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
8212,['@KanchanOjha' 'kasti' 'bathi' 'bai' '..' ':-P'],['other' 'lang2' 'lang2' 'lang2' 'other' 'other']
8213,"['@kryshuriti' 'Gived' 'u' 'my' 'word' '!' 'Never' 'let' 'u' 'down'
 'alone' '.' 'Lyf' 'long' ""I'll"" 'be' 'there' 'for' 'u' '...;' ')']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other']"
8214,"['@nishchaldhakal' 'mero' 'ni' 'thikai' 'xa' '.' 'Busy' 'with' 'loads'
 'of' 'works' 'yar' '.']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang2' 'other']"
8215,"['@browneyedmukti' 'ho' '14Feb' 'vaneko' '...' 'Lala' 'secret' 'nai'
 'rakhana' '...' ':p']","['other' 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'lang2'
 'other' 'other']"
8216,"['@browneyedmukti' 'hajur' 'fursad' 'kanha' 'xa' 'ra' 'timro' '#daydream'
 'gare' 'ra' 'basne' '.' 'Tara' 'nyt' 'ma' 'chai' '#timrai' 'garinxa'
 'hai' '.;' ')']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other']"
8217,"['yo' 'City' 'ko' 'game' 'postponed' 'vayera' 'fantasy' 'ma' 'mast'
 'point' 'aai' 'raako' 'awastha' '!' '#cantgetenough']","['lang2' 'lang1' 'lang2' 'lang1' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang1']"
8218,"['I' ""don't"" 'know' 'how' 'people' 'still' 'use' 'Internet' 'Explorer' '!'
 'Bloody' 'Microsoft' ',' 'why' ""don't"" 'you' 'buy' 'even' 'Opera' 'Mini'
 '?']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne'
 'ne' 'other']"
8219,"['Lau' 'good' 'night' ',' 'voli' 'jaagir' 'jo' 'khaanu' 'cha' '!']","['lang2' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']"
8220,"['@abiral_twit' 'khacho' 'ta' 'dekhi' 'halyo' 'ni' ',' 'goal' 'ko' 'mukh'
 'nadekhya' 'kati' 'din' 'vo' ',' 'vana' 'ta' 'baabu' '!']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'other']"
8221,"['This' 'is' 'not' 'good' 'Arsene' ',' 'sharing' 'points' 'with' 'a' 'mid'
 'table' 'team' '..' 'Damn' '!']","['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other']"
8222,"['@_quote_me_' 'vacancy' 'announcement' 'garnus' 'ta' ',' 'resume' 'ko'
 'khaat' 'aaucha' ',' 'tyakka' 'channe' 'ani' 'fix' 'garne' '!' ':D']","['other' 'lang1' 'lang1' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'other']"
8223,"['@_quote_me_' 'testo' 'hard' 'and' 'fast' 'idea' 'vaako' 'vaye' 'ta'
 'aafai' 'apply' 'garthe' 'ni' ',' 'khai' 'kura' 'bujhya' '!' ':/']","['other' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'other']"
8224,"['I' 'wish' 'that' 'I' 'could' 'have' 'this' 'moment' 'for' 'life' '.'
 ':)']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other']"
8225,"['If' 'you' 'just' 'consider' 'his' 'current' 'form' ',' 'Mitchell'
 'Johnson' 'is' 'definitely' 'the' 'best' 'bowler' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'ne'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
8226,"['@browneyedmukti' 'Ma' 'pani' 'manxe' 'ho' 'kahile' 'kanhi' 'vaye'
 'halxa' 'ni' '...;' ')']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other']"
8227,"['@browneyedmukti' 'mapani' 'bhakhar' 'herdai' 'xu' '.' 'Tara' 'timi'
 'sanga' 'guff' 'vanda' 'chai' 'khallo' 'xa' 'k' ':p']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
8228,"['@browneyedmukti' 'yo' 'vaneko' 'sweet' 'memorz' 'ho' 'ni' '!' 'Kunai'
 'din' 'vetiyo' 'vane' 'khub' 'hasinxa' 'ni' '.' 'I' 'met' '1frn' 'who'
 'is' 'frn' 'of' 'my' 'fren' '.' 'World' 'is2' 'small' ':D']","['other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'other' 'lang1' 'other']"
8229,['@browneyedmukti' 'testo' 'serious' 'khi' 'hoina' 'k' '...'],['other' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other']
8230,"['@rickgriffin' 'Yup' 'you' 'right' 'me' 'too' '!' ""Can't"" 'imagine'
 'life' 'without' 'wifi' ':D']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other']"
8231,"['@_quote_me_' 'morning' 'morning' ',' 'jay' 'hos' 'tapaiko' '!']",['other' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'other']
8232,"['@_quote_me_' 'tapai' 'vanda' 'chai' 'ali' 'forward' 'raichan' 'tapai'
 'ka' 'student' 'haru' '!' ':P']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang2' 'other' 'other']"
8233,['@sarmiemagar' 'dating' 'nagayera' 'k' 'tweetidai' 'basnu' 'vaa' 'ho' '?'],['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
8234,"['@JotkaLuru' 'Yo' 'jawaani' 'ma' 'ni' 'valentine-less' ',' 'ali' 'vayena'
 'hai' 'yo' 'chai' '!' ':P']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other']"
