idx,words,lid,ner
882,"['RT' '@AShetty84' ':' 'Looking' 'forward' 'to' '#SwamyInRS' 'tomorrow'
 '#AgustaWestland' 'Michel' ',' 'Haschke' '&' 'Gandhi' 'family' 'ties'
 'https://t.co/3jyt1ZUY31' 'https://']","['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'rest'
 'rest' 'en' 'en' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'B-PERSON' 'O'
 'B-PERSON' 'O' 'O' 'O' 'O']"
883,"['RT' '@coolfunnytshirt' ':' '.' '@ArvindKejriwal' 'one' 'is'
 'challenging' 'the' 'Pakistan' 'govt' '&' 'the' 'other' 'is'
 'challenging' 'the' 'Delhi' 'govt' '..' 'is' 'it' 'true' '?']","['en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest'
 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O']"
884,['#WhereIsRahul' 'Sonia' 'gandhi' 'ki' 'godd' 'me' 'hoga' ':/'],['rest' 'rest' 'rest' 'hi' 'en' 'hi' 'hi' 'rest'],['O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O']
885,"['#MahaShivRatri' '108' 'Names' 'of' 'Lord' 'Shiva' '26' '.' '-'
 'Andhakasura' 'Sudana' '-' 'The' 'Lord' 'Who' 'Killed' 'The' 'Asura'
 'Andhaka' '#']","['rest' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest'
 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O']"
886,"['@ImRaina' 'U' 'know' ',' 'Mahashivratri' 'kyu' 'celebrate' 'karte' 'hai'
 '?' 'Bcoz' ',' 'Issi' 'Shivratri' 'ke' 'din' 'God' 'Shivji' 'ne' 'Mata'
 'Parvati' 'se' 'shadi' 'ki' 'thi' '.']","['rest' 'en' 'en' 'rest' 'rest' 'hi' 'en' 'hi' 'hi' 'rest' 'rest' 'rest'
 'hi' 'rest' 'hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PERSON' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O']"
887,"['Irony' 'is' 'people' 'watch' 'these' 'journalists' 'to' 'hate' 'them'
 '..' 'Bhai' 'log' 'CNN' 'aur' 'BBC' 'dekho' '..' 'Peace' 'news'
 '#BestFakeJournalists']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'rest' 'hi'
 'rest' 'hi' 'rest' 'en' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O'
 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O']"
888,"['@dibang' '@EconomicTimes' 'yahi' 'tragedy' 'hai' '#Indianmedia' 'ki' '.'
 'Budget' 'to' 'agle' 'sal' 'bhi' 'aayega' 'lekin' '........']","['rest' 'en' 'hi' 'en' 'hi' 'rest' 'hi' 'rest' 'en' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
889,"['RT' '@cricBC' ':' 'Check' 'out' 'this' 'piece' 'on' 'Captain' 'Iceman'
 '.' 'Dhoni' 'the' 'superhero' '.' 'By' '@chetannarula'
 'https://t.co/OP3AcfNhLk']","['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'en'
 'en' 'rest' 'en' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O'
 'O' 'O']"
890,"['#dhawan' 'k' 'out' 'hone' 'k' 'baad' 'mano' 'Ramiz' 'Raza' 'ko' 'life'
 'line' 'mil' 'ggyii' '...' '#JaiHind' '#IndvsPak']","['hi' 'hi' 'en' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'en' 'en' 'hi' 'hi'
 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
891,"['Rajdeep/Sagarika' 'is' 'ready' 'with' 'tweet' ':' 'India' 'lost' 'in'
 'RSS' 'headquarters' '(' 'Nagpur' ')' '#IndvsNZ']","['hi' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'rest' 'rest'
 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'B-ORGANISATION' 'O' 'O'
 'B-PLACE' 'O' 'O']"
892,"['@OpIndia_com' 'ye' 'IIT' 'me' 'Sanskrit' 'wali' 'bat' 'sach' 'hai' 'ya'
 'anthr' 'hit' 'job' '??']","['rest' 'hi' 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'en' 'en'
 'rest']",['O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
893,['@RoflSinghSaab_' '...' '...' '...' 'Majnu' 'Farad' 'Romeo' 'Mahiwal'],['rest' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'hi'],['O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'B-PERSON' 'I-PERSON']
894,"['New' 'WHY' '@thekiranbedi' 'n' '@Gen_VKSingh' 'is' 'silent' 'in' 'LAND'
 'BILL' '.' 'dono' 'ne' '@bjpnational' 'la' 'Nanak' 'Khayyam' 'hai' 'desh'
 'la' 'nahi' '#LandAcquisitionBill']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'rest' 'hi' 'hi'
 'rest' 'hi' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
895,"['BJP' 'MPs' ':' 'Kya' 'fhodu' 'rail' 'budget' 'hai' 'Other' 'MPs' ':'
 'Kya' 'fhudu' 'rail' 'budget' 'hai' '#RailBudget2015']","['rest' 'rest' 'rest' 'hi' 'rest' 'en' 'en' 'hi' 'en' 'en' 'rest' 'hi'
 'rest' 'en' 'en' 'hi' 'rest']","['B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
896,"['HUL' 'Shares' 'Edge' 'Higher' 'On' 'Q4' ',' 'But' 'Analysts' 'Cautious'
 ':' 'Hindustan' 'Unilever' 'Ltd' '(' 'HUL' ')' ',' 'which' 'beat' 'profi'
 '...' 'https://t.co/qvCbxpCjuG' 'via' '@ndtv']","['en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'en'
 'en' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION'
 'I-ORGANISATION' 'I-ORGANISATION' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
897,"['RT' '@ArvindKejriwal' ':' 'U' 'must' 'read' 'this' '.' 'Washington'
 'Post' 'on' ""Delhi's"" 'mohalla' 'clinics' 'https://t.co/DDAxgdbUAD']","['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'hi' 'en'
 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'I-ORGANISATION' 'O'
 'B-PLACE' 'O' 'O' 'O']"
898,"['Cong' 'leaders' '...' 'behti' 'hawa' 'sa' 'tha' 'woh' '...' 'kaha'
 'gaya' 'ussey' 'dundo' '#WhereIsRahul']","['en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest'
 'rest']",['B-ORGANISATION' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
899,"['RT' '@ArvindKejriwal' ':' 'Evidence' 'of' 'BJP' 'saving' 'Sheila' 'ji'
 'https://t.co/AjlYr7MEtB']",['en' 'en' 'rest' 'en' 'en' 'rest' 'en' 'rest' 'hi' 'en'],['O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'B-PERSON' 'O' 'O']
900,"['RT' '@OdishaReporter' ':' 'Lingaraj' 'Temple' 'in' 'Bhubaneswar' 'under'
 'CCTV' 'camera' 'surveillance' 'for' 'Mahashivratri' '#Odisha']","['en' 'en' 'rest' 'rest' 'en' 'en' 'hi' 'en' 'en' 'en' 'en' 'en' 'rest'
 'rest']",['O' 'O' 'O' 'B-PLACE' 'I-PLACE' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
901,"['RT' '@nooR_inSan' ':' '@Gurmeetramrahim' 'amazing' 'Papa' 'ji'
 '#MSG2In505crOn200thDay' '@jashandeep697']",['en' 'en' 'rest' 'en' 'en' 'en' 'hi' 'en' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
902,"['#IndvsPak' 'Oye' '!!!!!!!!!' '125' 'crore' 'indians' 'da' 'garoor' 'hai'
 'Team' 'India' '.............' 'Go' 'India' ',' 'Go' '!!!']","['rest' 'hi' 'rest' 'rest' 'en' 'rest' 'hi' 'hi' 'hi' 'en' 'rest' 'rest'
 'en' 'rest' 'rest' 'en' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PLACE' 'O' 'O' 'B-PLACE' 'O'
 'O' 'O']"
903,"['Ranveer' 'Singh' 'And' 'Vaani' 'Kapoor' 'Are' 'Getting' 'Too' 'Hot' 'To'
 'Handle' 'In' 'New' 'Poster' 'From' 'Aditya' ""Chopra's"" ""'"" 'Befikre' ""'""
 ':' 'Ra' '...' 'https://t.co/huy0vNmB0J']","['en' 'en' 'en' 'rest' 'hi' 'hi' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'rest' 'rest' 'en' 'rest' 'rest' 'hi' 'rest' 'en']","['B-PERSON' 'I-PERSON' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
904,"['@karan009wahi' 'happy' 'Mahashivratri' 'Karan' ':))' 'Om' 'Namaah'
 'Shivai' '!' 'Take' 'Care' 'Karan' ':)))']","['rest' 'en' 'rest' 'hi' 'rest' 'rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'hi'
 'rest']",['O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O']
905,"['@narendramodi' '@TimesNow' 'ye' 'konsa' 'tarika' 'hai' 'badal' 'k' 'tau'
 '#KikuSharda' '#Muktsar' 'https://t.co/keozCyXYvT']",['rest' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
906,"['RT' '@waglenikhil' ':' 'India' 'wants' 'development' ',' 'not' 'Mandir'
 'or' 'Masjid' '.' 'People' 'did' 'not' 'vote' '@narendramodi' 'for'
 'Hindutva' 'agenda' '.' 'Will' 'he' 'recollect' 'th']","['en' 'en' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'rest' 'en'
 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'rest' 'en' 'en' 'en' 'hi']","['O' 'O' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
907,"['@Imshonaaa' 'abi' 'kya' 'plan' 'hai' 'next' '?' 'sona' 'ya' 'twitter'
 'pe' 'funny' 'tweets' 'krna' ':P']","['hi' 'hi' 'hi' 'hi' 'hi' 'en' 'rest' 'hi' 'hi' 'en' 'hi' 'en' 'en' 'hi'
 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O']
908,"['RT' '@MTR_Dishcovery' ':' 'Get' 'crowned' 'as' 'the' 'kitchen'
 'superhero' ',' 'this' '#WomensDay' '.' 'Share' 'your' 'awesome'
 '#cooking' 'tip' 'now' '!' '#MyDishcovery' 'https://t.co']","['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest'
 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
909,"['RT' '@insaankomal' ':' '@Gurmeetramrahim' '#MustWatchMSG' 'papaji'
 'thnku' 'thnku' 'so' 'much' 'aapki' 'blessings' 'or' 'aapki' 'vjah' 'se'
 'mera' 'paper' 'bot' 'acha' 'hua' '.' 'Thnxx' '4']","['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'hi' 'en' 'hi' 'hi'
 'hi' 'hi' 'hi' 'en' 'en' 'hi' 'hi' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
910,"['Nikhil' '-Tujhe' 'he' 'roop' 'lajwel' 'tya' ""'"" 'cleopatra' ""'"" 'la'
 '..' 'Anu-' 'kon' 'hoti' 'ti' '?' 'Nikhil' '-' 'Cleopatraa' ':P' '..'
 'EPIC' '..!!' '@vaibbhavt' 'https://t.co/GLaWFBliqV']","['hi' 'hi' 'hi' 'en' 'en' 'en' 'rest' 'en' 'rest' 'hi' 'rest' 'rest' 'hi'
 'hi' 'hi' 'rest' 'rest' 'rest' 'en' 'rest' 'rest' 'en' 'rest' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O'
 'O' 'B-PERSON' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O']"
911,"['RT' '@TOIEntertain' ':' 'How' 'many' 'RTs' 'for' 'this' ""'"" 'Pavitra'
 ""Rishta'"" '?' '@itsSSR' 'and' 'girlfriend' 'Ankita' 'Lokhande'
 'https://t.co/GNH7a0tzYs']","['en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'hi' 'rest' 'en'
 'en' 'en' 'rest' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON'
 'I-PERSON' 'O']"
912,"['Om' 'Namah' 'Shivaya' '!' 'Sabhi' 'Ko' 'Mahashivratri' 'Ki' 'Shubh'
 'Kamna' '#MahaShivratri']",['rest' 'rest' 'rest' 'rest' 'hi' 'hi' 'rest' 'hi' 'hi' 'hi' 'rest'],['O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
913,"['Happy' 'mahashivratri' '..' ""'"" 'om' 'nama' 'shivai' ""'""]",['en' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest' 'rest'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
914,"['RT' '@AnokhiVerma' ':' '@MTR_Dishcovery' '@Finelychopped'
 '@shivangireviews' '#MyDishcovery' 'Adding' 'asafoetida' 'while'
 'boiling' 'dal' 'in' 'pressur' 'cooker' 'helps']","['en' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
915,"['Yeah' 'toh' '""' 'Lull' '""' 'hoi' 'gawa' '!!!' '""' '@DJNoreenKhan' ':'
 'OMG' '!' '#IndvsPak' '#CWC2015' 'http://t.co/bWeeOAgQwr' '""']","['hi' 'hi' 'rest' 'en' 'rest' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest' 'en'
 'rest' 'rest' 'rest' 'en' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
916,"['#WhereIsRahul' 'Sonia' 'gandhi' 'ki' 'godd' 'me' 'hoga' ':/' 'n'
 'wasool' 'ke' 'aana' 'please' '.' 'ye' 'accha' 'mauka' 'hai' 'jab' 'hum'
 'series' 'me' '1-0' 'se' 'aage' 'hain' '.......' 'MUNNA']","['rest' 'rest' 'rest' 'hi' 'en' 'hi' 'hi' 'rest' 'en' 'en' 'hi' 'hi' 'en'
 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'rest' 'hi' 'hi' 'hi'
 'rest' 'rest']","['O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON']"
917,"['On' 'The' 'Eve' 'Of' 'Mahashivratri' 'Divine' 'Satsang' 'Of' 'Shri'
 'Rama' 'Bhai' 'Took' 'Place' 'In' 'Varanasi' '.' '|' 'Asaramji' 'Bapu'
 'http://t.co/pemXzToVhb']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'en' 'en' 'en'
 'rest' 'rest' 'rest' 'rest' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'B-PLACE'
 'O' 'O' 'B-PERSON' 'I-PERSON' 'O']"
918,"['@sureshpprabhu' 'cracks' 'a' 'joke' 'on' 'his' 'name' 'itself' ""'""
 'Prabhu' ""'"" '.' 'N' 'ends' 'the' 'line' 'with' ""'"" 'kyun' 'nahi' 'ho'
 'sakta' 'Railway' 'ka' 'punarjanma' ""'"" '.' '#RailBudget2015']","['rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest'
 'en' 'en' 'en' 'en' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'en' 'hi' 'rest'
 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'O' 'O' 'O' 'O']"
919,['pakistan' ':' 'where' 'is' 'ajmal' '?' 'india' ':' '#WhereIsRahul'],['rest' 'rest' 'en' 'en' 'en' 'rest' 'rest' 'rest' 'rest'],['B-PLACE' 'O' 'O' 'O' 'B-PERSON' 'O' 'B-PLACE' 'O' 'O']
920,"['RT' '@Calcutta_Times' ':' 'Woohoo' '!' 'Srabanti' 'getting' 'engaged'
 'in' 'a' 'month' '!' 'Congratulations' ':' '*' 'https://t.co/bD8pYCkRO8'
 '@srabantismile' '@krishanvraj' 'htt']","['en' 'en' 'rest' 'rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest'
 'en' 'rest' 'rest' 'en' 'en' 'rest' 'en']","['O' 'O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']"
921,"['@ssoniisshh1' 'yes' 'aa' 'gujju' 'song' 'kevi' 'rite' 'bhulay' '.'
 '@chintanmistry4' '@keetliwado']",['rest' 'en' 'hi' 'rest' 'en' 'en' 'en' 'hi' 'rest' 'en' 'en'],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
922,"['RT' '@BakwasRadio' ':' 'Me' ':' 'Dahi' 'kitna' 'jamana' '?' 'Amitabh'
 'Bacchan' ':' 'SAAARA' 'JAMAANAAAAA']","['en' 'hi' 'rest' 'en' 'rest' 'hi' 'hi' 'hi' 'rest' 'rest' 'rest' 'rest'
 'rest' 'rest']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O']
923,"['Hence' 'proved' 'jitne' 'bhi' 'kaam' '2' 'minute' 'mai' 'hone' 'ka'
 'dawa' 'karte' 'hai' 'wo' 'milawati' 'hote' 'hai' '#Maggi' '#MaggiBan']","['en' 'en' 'hi' 'hi' 'hi' 'rest' 'en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
924,"['Another' 'mini' 'innings' 'of' 'Duminy' 'comes' 'to' 'an' 'end' 'Tedhi'
 'ungli' 'se' 'ghee' 'nikal' 'raha' 'tha' 'L' 'lag' 'gaye' 'OUT' 'BC'
 '#IndvsSA' '#']","['en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'en' 'hi' 'hi' 'hi' 'hi' 'hi'
 'hi' 'hi' 'hi' 'hi' 'hi' 'en' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
925,['Ding' 'larkay' 'yeh' 'kiya' 'kar' 'diya' 'hai'],['en' 'hi' 'hi' 'hi' 'hi' 'hi' 'hi'],['O' 'O' 'O' 'O' 'O' 'O' 'O']
926,"['RT' '@TamalDas8' ':' 'airnewsalerts' ':' 'Congress' ':' 'Railway'
 'Minister' 'sureshpprabhu' 'has' 'derailed' 'the' 'whole' 'budget' '.'
 '#RailBudget2015' '#UHF']","['en' 'rest' 'rest' 'en' 'rest' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'B-ORGANISATION' 'O' 'B-ORGANISATION' 'O' 'B-PERSON'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
927,"['@munjays' 'sir' 'you' 'belong' 'to' 'uttar' 'pradesh' '?' 'ekhi' 'hai'
 'lekin' 'MSG' 'sidhe' 'heart' 'ko' 'touch' 'kr' 'gyi' '.....' 'so' 'plz'
 '#MustWatchMSG']","['en' 'en' 'en' 'en' 'hi' 'hi' 'rest' 'rest' 'hi' 'hi' 'hi' 'en' 'en' 'en'
 'hi' 'en' 'hi' 'hi' 'rest' 'en' 'en' 'en']","['O' 'O' 'O' 'O' 'O' 'B-PLACE' 'I-PLACE' 'O' 'O' 'O' 'O' 'B-ORGANISATION'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
928,"['Khurda' '-' 'Bolangir' 'rlyline' 'project' 'langushing' 'for' 'the'
 'last' '20' 'yrs' 'gets' '195' 'cr' '#RailBudget2015' '#Odisha'
 '@NewIndianXpress']","['hi' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'rest' 'en' 'en' 'rest'
 'en' 'en' 'rest' 'rest']","['B-PLACE' 'O' 'B-PLACE' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
929,"['@Gurmeetramrahim' '#SaluteToSatnamJi' 'Salute' 'to' 'Saint' 'Dr.'
 'Gurmeet' 'Ram' 'Rahim' 'Singh' 'Ji' 'Insan' 'my' 'super' '.....'
 'rockstar' 'papaji']","['en' 'hi' 'hi' 'hi' 'en' 'rest' 'en' 'en' 'en' 'en' 'hi' 'en' 'en' 'en'
 'rest' 'rest' 'rest']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'I-PERSON' 'I-PERSON' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
930,['Virat' 'Kohli' '...' 'you' 'are' 'too' 'awesome' '#runout' '#INDvIRE'],['rest' 'rest' 'rest' 'en' 'en' 'en' 'en' 'en' 'rest'],['B-PERSON' 'I-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
931,"['RT' 'rohitsaini2100' ':' 'RT' 'SurekhaInsan' ':' 'Do' 'u' 'want' 'to'
 'see' 'a' 'Saint' 'in' 'Rockstar' 'style' '?' '#MustWatchMSG' '.' 'Daaru'
 'ko' 'goli' 'maro' '.....' 'most' 'demanding' 'song']","['en' 'rest' 'rest' 'en' 'en' 'rest' 'en' 'en' 'en' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'rest' 'en' 'rest' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en'
 'en']","['O' 'O' 'O' 'O' 'B-PERSON' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
932,"['RT' '@taran_adarsh' ':' 'Ajay' 'Devgn' '&' 'Bhushan' 'Kumar' 'to'
 'produce' 'a' 'dance-action' 'film' 'directed' 'by' 'Remo' ""D'souza"" '.'
 'Stars' 'Ajay' 'Devgn' '&' 'Sooraj' 'Pancholi' '.' 'S']","['en' 'rest' 'rest' 'hi' 'en' 'rest' 'hi' 'hi' 'hi' 'en' 'en' 'en' 'en'
 'en' 'en' 'en' 'en' 'rest' 'en' 'hi' 'en' 'rest' 'rest' 'rest' 'rest'
 'rest']","['O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O' 'O' 'B-PERSON' 'I-PERSON' 'O'
 'B-PERSON' 'I-PERSON' 'O' 'O']"
933,"['Dude' ',' '#India' 'mein' 'ghumna' 'hai' 'ke' 'nahi' '?' 'Go' 'and'
 'watch' 'Live' '#RailBudget2015' '!' 'https://t.co/23KRffgOPj']","['en' 'rest' 'rest' 'hi' 'hi' 'hi' 'hi' 'hi' 'rest' 'en' 'en' 'en' 'en'
 'en' 'rest' 'en']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
