idx,words,ner
7857,"['بدلا' 'من' 'وقف' 'الاعتداءات' 'وإطفاء' 'الحرائق' 'يستخدم' 'العنف' 'ضد'
 'المعتصمين' 'والمصابين' 'بالتحرير' 'ويخرجون' 'لنا' 'رئيس' 'الوزراء'
 'ليعيد' 'انتاج' 'نفس' 'الخطاب' '.']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'B-PER'
 'B-GROUP' 'O' 'O' 'O' 'O' 'O']"
7858,"['لكننى' 'ضد' 'المبالغة' 'وتعمد' 'التشويه' '..' 'ضد' 'المعارضة' 'للمعارضة'
 '..' 'ضد' 'سياسة' 'هدم' 'المعبد' 'على' 'رؤوس' 'الجميع' '!' '29']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
7859,"['عارف' 'ياأخي' 'إنت' 'ليه' 'مصدق' 'كلام' 'الداخلية' 'عن' 'حمادة' 'بينما'
 'الثائر' 'مصدق' 'إن' 'الداخلية' 'قتلت' 'السيد' 'بلال' 'وكانت' 'بتنتهك'
 'حرياتكم' '.' 'عشان' 'ببساطة' 'الثائر' 'مش' 'وسخ']","['O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'B-ORG' 'O'
 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7860,"['@hosnii_mubarak' 'لا' 'لا' 'والفين' 'لا' 'ترزية' 'فخمتك' 'كانوا' 'اشطر'
 'ترزية' 'اليومين' 'دول' 'اخيب' 'وشكلهم' 'مسطول' 'على' 'طول']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
7861,"['الحل' 'هو' 'إنشاء' 'مجلس' 'أعلى' 'للتظاهر' 'يقدم' 'إليه' 'طلب' 'التظاهر'
 'والتأمين' 'الابتدائى' 'لدخول' 'المظاهرة' 'وبعد' 'رسو' 'العطاء' 'عليه'
 'يصطحبه' 'الضابط' 'فى' 'عربة' 'الترحيلات']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
7862,"['علاء' '..' 'ماهينور' '..' 'محمد' 'فهمي' '...' 'مو' 'فهمي' '..' 'كريم'
 'طه' '..' 'دومة' '..' 'ماهر' '..' 'محمد' 'عادل' '..' 'عبد' 'الله'
 'الشامي' '..' 'محمد' 'سلطان' '..' 'وائل' '..' 'و' 'نوبي' ':(']","['B-PER' 'O' 'B-PER' 'O' 'B-PER' 'I-PER' 'O' 'B-PER' 'I-PER' 'O' 'B-PER'
 'I-PER' 'O' 'B-PER' 'O' 'B-PER' 'O' 'B-PER' 'I-PER' 'O' 'B-PER' 'I-PER'
 'I-PER' 'O' 'B-PER' 'I-PER' 'O' 'B-PER' 'O' 'O' 'B-PER' 'O']"
7863,"['الفرق' 'بين' 'الداعية' 'الديوث' 'والشرشوحة' 'خالتي' 'فرنسا' 'أن' 'خالتي'
 'فرنسا' 'تابت' 'ولم' 'يكن' 'لها' 'الحظ' 'بالعمل' 'في' 'تقديم' 'البرامج'
 'الدينية']","['O' 'O' 'O' 'O' 'O' 'B-PER' 'B-LOC' 'O' 'B-PER' 'B-LOC' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
7864,"['بحضور' 'مكثف' 'من' 'كبار' 'العائلات' 'وأهالي' 'إمبابة' 'وبتغطية' 'صحفية'
 'وإعلامية' 'واسعة' '...' 'يبدأ' 'بعد' 'قليل' 'المؤتمر' 'الجماهيري'
 'للفريق' 'أحمد' 'شفيق']","['O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-PER' 'I-PER']"
7865,"['نقف' 'صفا' 'واحدا' 'مع' 'الشعب' 'السوري' 'حتى' 'ينال' 'حقوقه' 'المشروعة'
 'في' 'التحرر' 'من' 'الاستبداد' 'ومن' 'بطش' 'الطغاة' 'والمجرمين' '#الرئيس'
 '#سوريا']","['O' 'O' 'O' 'O' 'B-GROUP' 'I-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
7866,"['مجلس' 'الوزراء' 'يتجاوز' 'عمر' 'أعضاؤه' 'ألف' 'وخمسمائة' 'عام' '…' 'متع'
 'الله' 'الجميع' 'بالصحة' 'والعافيه' 'وطول' 'الحكم']","['B-GROUP' 'I-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
7867,"['3)' 'بعضهم' 'يتحدث' 'عن' 'الإعلام' 'النزيه' 'والموضوعي' '،' 'بينما'
 'وسائل' 'إعلامهم' 'كجريدة' 'الشعب' 'الجديد' 'تنشر' 'الافتراءات'
 'والأكاذيب' 'في' 'حملة' 'تشويه' 'منظمة' 'للمعارضين']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-TITLE' 'I-TITLE' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7868,"['2.' 'واجب' 'السلطات' 'هو' 'ملاحقة' 'الإرهاب' 'بأدوات' 'دولة' 'القانون'
 'ودون' 'انتهاك' 'لحقوق' 'الإنسان' 'أو' 'انتقاص' 'من' 'الحريات' 'المدنية'
 'والسياسية']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
7869,"['كان' 'هناك' 'خلال' 'هذه' 'الفترة' 'المؤقتة' 'أخطاء' 'وعثرات' 'من' 'هنا'
 'وهناك' '،' 'وأتحمل' 'معكم' 'المسئولية' 'فى' 'هذه' 'الفترة' '#الرئيس']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O']"
7870,"['التوقيع' 'على' 'البيان' 'هو' 'رسالة' 'مهمة' '،' 'لكن' 'هذا' 'لن' 'يغني'
 'عن' 'المضي' 'قدما' 'في' 'عملية' 'إحتجاج' 'سلمية' 'واسعة' 'في' 'كل' 'مصر'
 'وصولا' 'الي' 'العصيان' 'المدني' 'الشامل']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O']"
7871,"['لا' 'يجوز' 'أبدا' 'ان' 'تأتي' 'المصالحة' 'قبل' 'العدالة' '.' 'اعتصامات'
 'إجرامية' 'مسلحة' 'تعذب' 'مواطنين' 'وتقتلهم' 'والحكومة' 'تتفرج' '.فضوا'
 'الاعتصام' 'بالقانون' 'او' 'فضوها' 'سيرة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
7872,"['وقال' 'شفيق' 'انه' 'سيستعيد' 'الأمن' 'خلال' 'شهر' 'مستعملا' 'سياسة'
 'الاعدام' 'والقوة' 'الوحشية' '.الجريدة' 'نيويورك' 'تايمز' '.الصحفي'
 'دافيد' 'كيرباتريك' 'التاريخ' '٢٧مايو' '.']","['O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-TITLE'
 'I-TITLE' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O']"
7873,"['يا' 'كل' 'الأحباء' 'الاحياء' 'عند' 'ربهم' 'يرزقون' '.يا' 'كل' 'شهيد'
 'أضاء' 'بدمه' 'طريق' 'الخلاص' '.يا' 'عمرو' 'سعد' '.' 'يا' 'محمد' 'الجندى'
 '""انهض' 'فلن' 'تموت' '،' 'لقد' 'نوديت' 'باسمك' '"".']","['O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER'
 'I-PER' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7874,"['توقفنا' 'بالسيارة' 'حتى' 'لا' 'نصدم' 'شابا' 'ًمنهم' 'دون' 'قصد' '؛'
 'وشاهد' 'المارة' 'سوء' 'أدب' 'شباب' 'الإخوان' '؛' 'ثم' 'تحركنا'
 'بالسيارة' 'في' 'طريقنا' 'بهدوء' '؛' 'نحن' 'بخير' 'لله' 'الحمد']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP'
 'I-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O']"
7875,"['و' 'الريتويت' 'اللي' 'جاية' 'مثال' 'للهجوم' 'برضة' 'تقفيل' 'الدماغ'
 'برضة' 'و' 'تدخيل' 'امور' 'مالهاش' 'علاقة' 'ببعض' '،' 'خللي' 'بالكم'
 'انا' 'كنت' 'باتكلم' 'عن' 'هتلر' '،' 'مستعدين' '؟']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O']"
7876,"['شاركنا' 'في' 'كتابة' 'تنويه' 'مبتكر' 'للكبار' 'فقط' 'يوضع' 'في' 'اول'
 'البرنامج' ',' 'حفاظا' 'على' 'الصغر' 'و' 'المكسوفين' 'استخدم' '.'
 '#تنويه_البرنامج']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
7877,"['دعاوي' 'الاستشهادمن' 'اجل' 'الله' 'لم' 'نسمعها' 'مرةواحدة' 'ايام'
 'مبارك' '.' 'استشهاد' 'تفصيل' 'وحسب' 'الطلب' '.' 'طب' 'الكفرةاول' 'مرة'
 'ينزلوا' '.' 'وانتم' 'هل' 'اكتشفتم' 'الله' 'فجأة' '؟']","['O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O']"
7878,"['المحاولات' 'نشيطة' 'في' 'كل' 'مجال' '.' 'يوجد' 'تخطيط' 'بأموال'
 'واتصالات' 'داخلية' 'وخارجية' 'من' 'اجل' 'اعادة' 'انتاج' 'النظام'
 '.والضغط' 'على' 'المواطنين' 'حتى' 'يكرهواالثورة']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
7879,"['عمر' 'سليمان' 'قتل' 'و' 'تعذيب' 'المصريين' 'في' 'مبني' 'المخابرات'
 'بالوكالة' 'عن' 'أمريكا' '،' 'و' 'قتل' 'إخواننا' 'الفلسطينيين' 'في' 'غزة'
 '..' 'يتبع']","['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O' 'O' 'B-LOC' 'O'
 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O']"
7880,"['احمد' 'شفيق' '-' 'عودة' 'مشرفة' 'للثكنات' 'هو' 'أفضل' 'جائزة' 'لأداء'
 'الجيش' 'لإنجاح' 'الثورة' 'المصرية' '.']",['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O']
7881,"['يارب' 'اعصم' 'دماءنا' 'جميعا' '،' 'يارب' 'ساعدنا' 'في' 'أن' 'نبني'
 'وطننا' 'حرا' 'وعادلا' 'لنا' 'جميعا' '،' 'يارب' 'باعد' 'بيننا' 'وبين'
 'استبداد' 'يتجدد' 'وفساد' 'يستمر' 'وعوز' 'يقتل' 'الحياة']","['B-PER' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7882,"['الليلة' 'إن' 'شاء' 'الله' 'موعد' 'حلقتي' 'الأسبوعية' 'من' 'برنامج' 'على'
 'مسؤوليتي' 'الجزيرة' 'مباشر' 'مصر' 'الساعة' '8:' '30' 'مساء']","['O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'B-TITLE' 'I-TITLE' 'I-TITLE'
 'I-TITLE' 'I-TITLE' 'I-TITLE' 'O' 'O' 'O' 'O']"
7883,"['الصورة' 'المنتشرة' 'وانا' 'صغير' 'بتيشيرت' 'فريق' 'مدرستي' ':' 'الالسن'
 '.' 'فكرتني' 'بعماد' 'وسامح' 'زمايلي' '.' 'توفوا' 'في' 'حوادث' 'سير' 'في'
 'سن' 'صغير' 'جدا' '.' 'الله' 'يرحمهم']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O']"
7884,"['محمد' 'سلطان' '...' 'كل' 'لحظة' 'من' 'اليوم' 'محمد' 'سلطان' 'يا' 'رب'
 ',' 'كفاية' 'يا' 'رب']","['B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-PER' 'O' 'O'
 'O' 'B-PER']"
7885,"['عودة' 'الشرطة' 'لممارسة' 'دورها' 'فى' 'حماية' 'أمن' 'المواطن' 'ومواجهة'
 'البلطجية' 'وتعقبهم' 'احتياج' 'عاجل' 'ومسئولية' 'مباشرة' 'على' 'عاتق'
 'المجلس' 'الأعلى' 'للقوات' 'المسلحة' '.']","['O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-GROUP' 'I-GROUP' 'O' 'O' 'O']"
7886,"['لواستمر' 'الصراع' 'بين' 'شباب' 'الاخوان' 'وشباب' 'الثورة' 'فالخاسر'
 'هوالوطن' 'والفائزهو' 'طرة' 'ولذا' 'ادعو' 'هذاالشباب' 'الطاهرإلي' 'لقاء'
 'مصارحه' 'ومصالحه' 'فمصر' 'تسع' 'الجميع']","['O' 'O' 'O' 'O' 'B-GROUP' 'O' 'B-EVENT' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O']"
7887,['@mohammadfouda'],['O']
7888,"['7)' 'تظل' 'معارضة' 'الرئيس' 'واجبا' 'وطنيا' 'وديمقراطيا' 'حين' 'نرى'
 'ممارسات' 'تعصف' 'بحرية' 'التعبير' 'عن' 'الرأي' 'وبالحريات' 'الإعلامية'
 'وتهددنا' 'بالعودة' 'إلى' 'دولة' 'الرئيس']","['O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']"
7889,"['لماذا' 'يرفض' 'العسكري' 'تحقيق' 'مطالب' 'الثورة' 'الا' 'اقل' 'القليل'
 '.' 'هل' 'سيظل' 'الاخوان' 'معترضين' 'على' 'قانون' 'الطواريء' 'ام' 'ان'
 'المياه' 'عادت' 'لمجاريها' 'مع' 'العسكري']","['O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O'
 'B-PROD' 'I-PROD' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP']"
7890,"['انا' 'حاسة' 'اني' 'على' 'بعد' 'خطوات' 'من' 'الانهيار' '،' 'جسديا' 'من'
 'الارهاق' 'و' 'التوتر' '...' 'مش' 'قادرة' 'افهم' 'ازاي' 'ماما' 'تعاملت'
 'مع' 'كل' 'ده' 'لمدة' '5' 'سنين' 'لما' 'بابا' 'كان' 'مسجون']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7891,"['صبحي' 'صالح' ':' 'حكم' '«الدستورية' '»' 'بحل' 'البرلمان' '«جناية'
 'تزوير' '»' 'وسنرفع' 'دعوى' 'ضدها' '...' 'يا' 'سلام' '..']","['B-PER' 'I-PER' 'O' 'O' 'B-ORG' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']"
7892,"['لقاء' 'ودى' 'و' 'حار' 'مع' 'الرئيس' 'البشير' 'يبشر' 'بمستقبل' 'واعد'
 'للاستثمار' 'فى' 'السودان']",['O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'B-LOC']
7893,"['شفيق' ':' 'أول' 'قرار' 'سوف' 'اتخذه' 'هو' 'عودة' 'الأمن' 'إلي' 'الشارع'
 'المصري']",['B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
7894,"['الاقتصاد' 'حلو' 'الاقتصاد' 'كويس' 'الاقتصاد' 'تمام' 'وانا' 'مش' 'قصير'
 'ولجلج' 'انا' 'طويل' 'وأبلج']",['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
7895,"['اليوم' 'إن' 'شاء' 'الله' 'أشارك' 'في' 'ندوة' 'عن' 'الأحداث' 'الراهنة'
 '/' 'الجامعة' 'الأمريكية' '/' 'التجمع' 'الخامس' '/' 'الساعة' 'الواحدة'
 'ظهرا']","['O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O'
 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O']"
7896,"['2.' 'كل' 'أفعالي' 'ومواقفي' 'المسجلة' 'تنبذ' 'العنف' 'وتدينه' 'بغض'
 'النظر' 'عن' 'وجهته' 'وعن' 'هوية' 'ممارسيه' '،' 'ودوما' 'ما' 'تبرأت'
 'علنا' 'من' 'العنف' 'والقتل' 'والدماء' 'في' 'كل' 'مكان']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7897,"['سأ' 'شارك' 'كعضو' 'في' 'اللجنة' 'الفرعية' 'التي' 'شكلها' 'البرلمان'
 'للإستماع' 'لاقوال' 'وزير' 'الداخلية' 'بخصوص' 'مجزرة' 'بورسعيد']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'B-PER' 'I-PER' 'O'
 'B-EVENT' 'I-EVENT']"
7898,"['ليس' 'الاعتصام' 'امتناعا' 'عن' 'العمل' '،' 'أنا' 'مستمر' 'في' 'المشاركة'
 'في' 'كافة' 'أعمال' 'المجلس' 'وطلبت' 'اليوم' 'توجيه' 'كلمة' 'لضمائر'
 'النواب' 'كممثلين' 'للشعب']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O'
 'O' 'O' 'B-GROUP' 'O' 'B-GROUP']"
7899,"['خالد' 'سعيدسيد' 'بلالمصطفى' 'الصاويكريم' 'بنونهسالي' 'زهرانحسين' 'طهسيف'
 'الله' 'مصطفىمينا' 'دانيالبهاء' 'الدين' 'السنوسيشهابعصام' 'عطا' '#'
 'افتكروهم']","['B-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER'
 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'O' 'O']"
7900,"['@sarafahmy2000' '@drmalaktaher26' '@HelpEGY' 'حق' 'مصر' 'من' 'النهب'
 'والسرقة' 'والفساد' 'لازم' 'يجي' 'من' 'الانظمة']",['O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']
7901,"['4.' 'وشريطة' 'تطبيق' 'كافة' 'ملاحظات' 'الدستورية' 'العليا' 'بشأنها'
 'وإدارة' 'حوار' 'موسع' 'مع' 'القوى' 'الوطنية' 'والمجتمعية' '،' 'عل'
 'الأمرين' 'يخففان' 'قليلا' 'من' 'أضرار' 'البطلان']","['O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7902,"['تابعوني' 'الليلة' 'على' 'قناة' 'دريم' '2' 'الساعة' '11م' ',' 'تعقيبا'
 'علي' 'لقاء' 'وائل' 'الإبراشي' 'مع' 'شفيق' '.']","['O' 'O' 'O' 'B-TITLE' 'I-TITLE' 'I-TITLE' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER'
 'I-PER' 'O' 'B-PER' 'O']"
7903,"['على' 'فكرة' 'أنا' 'والله' 'باكره' 'التنظير' 'وإني' 'أعيش' 'دور'
 'الفيلسوف' 'بس' 'أنا' 'متضايق' 'ان' 'كل' 'واحد' 'فينا' 'بيرتكب' 'تقريبا'
 'نفس' 'الأخطاء' 'اللي' 'بينتقدها' 'في' 'الآخر']","['O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7904,['باقي' 'من' 'الزمن' 'ثلاثة' 'اسابيع'],['O' 'O' 'O' 'O' 'O']
7905,"['طب' 'والله' 'بجد' 'ومن' 'قلبي' 'هل' 'في' 'أمل' 'إن' 'قواعد' 'الإخوان'
 'يسألوا' 'نفسهم' 'حتى' 'ولو' 'سرا' 'هل' 'كانت' 'المعركة' 'أصلا' 'تستحق'
 'سقوط' 'شهداء' 'وإشعال' 'وطن' '.' 'ليه' 'وعشان' 'إيه' '؟']","['O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7906,"['الفريق' 'أحمد' 'شفيق' 'يتحدث' 'الآن' 'أمام' 'المجلس' 'القومي' 'للمرأة'
 '-' '#شفيق']",['O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'B-GROUP' 'B-ORG' 'I-ORG' 'O' 'O']
7907,"['7.' 'ها' 'هم' 'يسحبون' 'البساط' 'المجتمعي' 'عن' 'الدفاع' 'عن' 'حقوق'
 'وحريات' 'مؤيدي' 'اليمين' 'الديني' 'طالما' 'احترموا' 'السلمية' 'والقانون'
 '،' 'لأنهم' 'هم' 'لم' 'يحترموهما']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-GROUP' 'I-GROUP' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7908,"['""هم' 'بيقولوا' 'إنهم' 'خادوهم' 'من' 'قسم' 'التجمع' 'الخامس' 'ورموهم'
 'في' 'الصحرا' '،' 'وأنا' 'عايشة' 'في' 'التجمع' 'الخامس' 'ومافيش' 'هناك'
 'صحرا' 'خالص' '"".' 'أماني' 'الخياط' '.']","['O' 'O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-LOC' 'I-LOC' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'O']"
7909,"['الأطباء' 'أغلقوا' 'المستشفي' 'لعدم' 'إمكانية' 'التعامل' 'مع' 'الحالات'
 'لعدم' 'وجود' 'إمكانيات' 'للتعامل' 'مع' 'الإصابات' 'مثل' 'الرصاص' 'في'
 'الرأس' 'و' 'الصدر']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']"
7910,"['لبـستُ' 'ثوب' 'الرَّجا' 'والناس' 'قد' 'رقدوا' '-' 'وَقمتُ' 'أشكو' 'إلى'
 'مولاي' 'ما' 'أجدُ' '/' 'وقلتُ' 'يـا' 'أمَـلي' 'في' 'كلِّ' 'نائـبةٍ' '-'
 'ومَن' 'عليهِ' 'لكـشفِ' 'الـضُّرِّ' 'أعتمدُ']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7911,"['سؤال' 'واحد' 'للي' 'عايزين' 'انقلاب' 'عسكري' ':' 'بعدماحنخلص' 'من'
 'الرئيس' 'والمجلس' 'الكخة' 'دول' 'والجيش' 'يحرق' 'ام' 'ثكناته'
 'ومايرجعلهاش' 'تاني' '....' 'وبعدين' '؟']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'B-ORG' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O']"
7912,['@omarayman25' 'والقضاء' 'على' 'عنصرية' 'الدولة' 'الصهيونية' 'ويهوديتها'],['O' 'O' 'O' 'O' 'B-LOC' 'I-LOC' 'O']
7913,"['#ضد_الشهود_الزور:' '٢١' '-' 'اخيرا' 'اشكر' 'أ/' 'عزيزة' 'وأ' '/' 'علاء'
 'والمركز' 'المصرى' 'بشكل' 'شخصى' 'فقد' 'حملتم' 'العبء' 'عنى' 'وانا'
 'ممتن' 'لجهدكم' 'فلم' 'اضطر' 'لقراءة' 'اوراق' 'الدعوى']","['O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'B-PER' 'B-ORG' 'I-ORG' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']"
7914,['#فات_الميعاد'],['O']
7915,"['#معتقلي_الشورى' ',' 'حسام' 'احمد' 'شوقي' ',' 'محمد' 'حسني' ',مصطفى'
 'يسري' ',' 'محمد' 'الباز' ',' 'احمد' 'محمد' 'نبيل' ',عبدالرحمن' '(موكا'
 '),' 'صلاح' 'الدين' 'الهلالي' '3']","['O' 'O' 'B-PER' 'I-PER' 'I-PER' 'O' 'B-PER' 'I-PER' 'I-PER' 'I-PER' 'O'
 'B-PER' 'I-PER' 'O' 'B-PER' 'I-PER' 'I-PER' 'I-PER' 'I-PER' 'O' 'B-PER'
 'I-PER' 'I-PER' 'O']"
7916,"['أتوجه' 'الآن' 'لزيارة' 'بعض' 'أبنائي' 'المصابين' 'في' 'حادث' 'قطار'
 'البدرشين' 'وسأعود' 'لاجتماع' 'عاجل' 'مع' 'رئيس' 'الوزراء' 'ووزير'
 'النقل' '#الرئيس']","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-EVENT' 'I-EVENT' 'I-EVENT' 'O' 'O' 'O' 'O'
 'B-PER' 'I-PER' 'I-PER' 'I-PER' 'O']"
